municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
PUERTO CARABUCO,desnutricion global,nutricion normal (n),2006-03-01,102,106,92,101,194,207,401
PUERTO GONZALO MORENO,desnutricion global,nutricion normal (n),2006-03-01,57,37,46,49,103,86,189
PUERTO PEREZ,desnutricion global,nutricion normal (n),2006-03-01,69,44,42,43,111,87,198
PUERTO QUIJARRO,desnutricion global,nutricion normal (n),2006-03-01,98,106,22,34,120,140,260
PUERTO RICO,desnutricion global,nutricion normal (n),2006-03-01,81,75,63,65,144,140,284
PUERTO SILES,desnutricion global,nutricion normal (n),2006-03-01,4,9,3,4,7,13,20
PUERTO SUAREZ,desnutricion global,nutricion normal (n),2006-03-01,88,86,25,37,113,123,236
PUERTO VILLARROEL,desnutricion global,nutricion normal (n),2006-03-01,378,361,296,253,674,614,1288
PUNA,desnutricion global,nutricion normal (n),2006-03-01,205,146,157,118,362,264,626
PUNATA,desnutricion global,nutricion normal (n),2006-03-01,282,297,66,69,348,366,714
QUIABAYA,desnutricion global,nutricion normal (n),2006-03-01,11,9,16,9,27,18,45
QUILLACOLLO,desnutricion global,nutricion normal (n),2006-03-01,758,746,292,302,1050,1048,2098
QUIME,desnutricion global,nutricion normal (n),2006-03-01,72,79,53,70,125,149,274
QUIRUSILLAS,desnutricion global,nutricion normal (n),2006-03-01,31,14,8,6,39,20,59
RAVELO,desnutricion global,nutricion normal (n),2006-03-01,134,154,163,135,297,289,586
REYES,desnutricion global,nutricion normal (n),2006-03-01,67,99,68,56,135,155,290
RIBERALTA,desnutricion global,nutricion normal (n),2006-03-01,771,657,330,318,1101,975,2076
ROBORE,desnutricion global,nutricion normal (n),2006-03-01,112,111,90,71,202,182,384
RURRENABAQUE,desnutricion global,nutricion normal (n),2006-03-01,150,123,59,51,209,174,383
SABAYA,desnutricion global,nutricion normal (n),2006-03-01,23,13,13,16,36,29,65
SACABA,desnutricion global,nutricion normal (n),2006-03-01,711,624,310,257,1021,881,1902
SACABAMBA,desnutricion global,nutricion normal (n),2006-03-01,27,19,15,9,42,28,70
SACACA,desnutricion global,nutricion normal (n),2006-03-01,149,121,137,111,286,232,518
SAIPINA,desnutricion global,nutricion normal (n),2006-03-01,36,35,34,30,70,65,135
SALINAS DE GARCI MENDOZA,desnutricion global,nutricion normal (n),2006-03-01,75,68,95,87,170,155,325
SAMAIPATA,desnutricion global,nutricion normal (n),2006-03-01,73,59,56,43,129,102,231
SAN AGUSTIN,desnutricion global,nutricion normal (n),2006-03-01,24,22,27,29,51,51,102
SAN ANDRES,desnutricion global,nutricion normal (n),2006-03-01,80,89,83,84,163,173,336
SAN ANDRES DE MACHACA,desnutricion global,nutricion normal (n),2006-03-01,30,15,27,28,57,43,100
SAN ANTONIO DE ESMORUCO,desnutricion global,nutricion normal (n),2006-03-01,17,19,18,19,35,38,73
SAN ANTONIO DE LOMERIO,desnutricion global,nutricion normal (n),2006-03-01,107,81,117,104,224,185,409
SAN BENITO,desnutricion global,nutricion normal (n),2006-03-01,74,78,49,35,123,113,236
SAN BORJA,desnutricion global,nutricion normal (n),2006-03-01,385,340,167,181,552,521,1073
SAN BUENA VENTURA,desnutricion global,nutricion normal (n),2006-03-01,70,65,50,47,120,112,232
SAN CARLOS,desnutricion global,nutricion normal (n),2006-03-01,164,182,130,89,294,271,565
SAN IGNACIO,desnutricion global,nutricion normal (n),2006-03-01,187,146,117,116,304,262,566
SAN IGNACIO DE VELASCO,desnutricion global,nutricion normal (n),2006-03-01,502,456,376,334,878,790,1668
SAN JAVIER(BNI),desnutricion global,nutricion normal (n),2006-03-01,17,14,23,21,40,35,75
SAN JOAQUIN,desnutricion global,nutricion normal (n),2006-03-01,32,33,28,29,60,62,122
SAN JOSE DE CHIQUITOS,desnutricion global,nutricion normal (n),2006-03-01,100,111,108,99,208,210,418
SAN JUAN DE YAPACANI,desnutricion global,nutricion normal (n),2006-03-01,127,113,87,87,214,200,414
SAN JULIAN,desnutricion global,nutricion normal (n),2006-03-01,327,320,147,172,474,492,966
SAN LORENZO(PND),desnutricion global,nutricion normal (n),2006-03-01,33,16,16,10,49,26,75
SAN LORENZO(TJA),desnutricion global,nutricion normal (n),2006-03-01,150,120,94,92,244,212,456
SAN LUCAS,desnutricion global,nutricion normal (n),2006-03-01,331,316,327,303,658,619,1277
SAN MATIAS,desnutricion global,nutricion normal (n),2006-03-01,108,94,67,65,175,159,334
SAN MIGUEL DE VELASCO,desnutricion global,nutricion normal (n),2006-03-01,108,94,47,36,155,130,285
SAN PABLO DE LIPEZ,desnutricion global,nutricion normal (n),2006-03-01,24,26,15,12,39,38,77
SAN PEDRO,desnutricion global,nutricion normal (n),2006-03-01,112,86,78,77,190,163,353
SAN PEDRO DE BUENA VISTA,desnutricion global,nutricion normal (n),2006-03-01,107,101,83,77,190,178,368
SAN PEDRO DE CURAHUARA,desnutricion global,nutricion normal (n),2006-03-01,41,37,36,35,77,72,149
SAN PEDRO DE QUEMES,desnutricion global,nutricion normal (n),2006-03-01,3,13,8,7,11,20,31
SAN PEDRO DE TIQUINA,desnutricion global,nutricion normal (n),2006-03-01,28,25,18,25,46,50,96
SAN RAFAEL,desnutricion global,nutricion normal (n),2006-03-01,41,49,42,34,83,83,166
SAN RAMON,desnutricion global,nutricion normal (n),2006-03-01,34,66,25,18,59,84,143
SANTA ANA,desnutricion global,nutricion normal (n),2006-03-01,122,139,71,64,193,203,396
SANTA CRUZ DE LA SIERRA,desnutricion global,nutricion normal (n),2006-03-01,6104,5689,2829,3123,8933,8812,17745
SANTA ROSA,desnutricion global,nutricion normal (n),2006-03-01,45,64,60,46,105,110,215
SANTA ROSA DEL SARA,desnutricion global,nutricion normal (n),2006-03-01,93,123,88,82,181,205,386
SANTIAGO DE CALLAPA,desnutricion global,nutricion normal (n),2006-03-01,25,21,14,20,39,41,80
SANTIAGO DE HUARI,desnutricion global,nutricion normal (n),2006-03-01,31,35,27,24,58,59,117
SANTIAGO DE MACHACA,desnutricion global,nutricion normal (n),2006-03-01,28,30,18,9,46,39,85
SANTIVAÑES,desnutricion global,nutricion normal (n),2006-03-01,61,50,32,18,93,68,161
SANTUARIO DE QUILLACAS,desnutricion global,nutricion normal (n),2006-03-01,12,14,14,9,26,23,49
SAPAHAQUI,desnutricion global,nutricion normal (n),2006-03-01,64,56,56,45,120,101,221
SENA,desnutricion global,nutricion normal (n),2006-03-01,59,31,67,57,126,88,214
SICA SICA (VILLA AROMA),desnutricion global,nutricion normal (n),2006-03-01,141,147,110,105,251,252,503
SICAYA,desnutricion global,nutricion normal (n),2006-03-01,24,15,7,10,31,25,56
SIPE SIPE,desnutricion global,nutricion normal (n),2006-03-01,336,300,192,195,528,495,1023
SOPACHUY,desnutricion global,nutricion normal (n),2006-03-01,126,104,102,92,228,196,424
SORACACHI,desnutricion global,nutricion normal (n),2006-03-01,43,52,56,68,99,120,219
SORATA,desnutricion global,nutricion normal (n),2006-03-01,120,80,105,101,225,181,406
SUCRE,desnutricion global,nutricion normal (n),2006-03-01,1422,1429,1049,919,2471,2348,4819
TACACHI,desnutricion global,nutricion normal (n),2006-03-01,6,8,1,2,7,10,17
TACACOMA,desnutricion global,nutricion normal (n),2006-03-01,36,22,42,58,78,80,158
TACOBAMBA,desnutricion global,nutricion normal (n),2006-03-01,94,69,71,45,165,114,279
TACOPAYA,desnutricion global,nutricion normal (n),2006-03-01,77,51,68,65,145,116,261
TAHUA,desnutricion global,nutricion normal (n),2006-03-01,9,11,6,10,15,21,36
TAPACARI,desnutricion global,nutricion normal (n),2006-03-01,167,174,169,156,336,330,666
TARABUCO,desnutricion global,nutricion normal (n),2006-03-01,182,157,239,235,421,392,813
TARACO,desnutricion global,nutricion normal (n),2006-03-01,29,35,31,33,60,68,128
TARATA,desnutricion global,nutricion normal (n),2006-03-01,6,11,12,5,18,16,34
TARIJA,desnutricion global,nutricion normal (n),2006-03-01,1147,1067,599,601,1746,1668,3414
TARVITA,desnutricion global,nutricion normal (n),2006-03-01,221,181,245,213,466,394,860
TEOPONTE,desnutricion global,nutricion normal (n),2006-03-01,71,71,89,81,160,152,312
TIAWANACU,desnutricion global,nutricion normal (n),2006-03-01,78,75,48,60,126,135,261
TINGUIPAYA,desnutricion global,nutricion normal (n),2006-03-01,145,85,83,49,228,134,362
TIPUANI,desnutricion global,nutricion normal (n),2006-03-01,90,60,27,28,117,88,205
TIQUIPAYA,desnutricion global,nutricion normal (n),2006-03-01,265,201,164,160,429,361,790
TIRAQUE (CBBA),desnutricion global,nutricion normal (n),2006-03-01,317,230,172,185,489,415,904
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,nutricion normal (n),2006-03-01,6,12,11,10,17,22,39
TOCO,desnutricion global,nutricion normal (n),2006-03-01,16,7,22,19,38,26,64
TODOS SANTOS,desnutricion global,nutricion normal (n),2006-03-01,2,1,1,0,3,1,4
TOLATA,desnutricion global,nutricion normal (n),2006-03-01,48,48,18,16,66,64,130
TOLEDO,desnutricion global,nutricion normal (n),2006-03-01,40,32,42,53,82,85,167
TOMAVE,desnutricion global,nutricion normal (n),2006-03-01,81,33,56,17,137,50,187
TOMINA,desnutricion global,nutricion normal (n),2006-03-01,136,102,107,105,243,207,450
TORO TORO,desnutricion global,nutricion normal (n),2006-03-01,134,107,111,109,245,216,461
TOTORA(CBBA),desnutricion global,nutricion normal (n),2006-03-01,119,87,35,48,154,135,289
TOTORA(ORR),desnutricion global,nutricion normal (n),2006-03-01,23,18,22,23,45,41,86
TRIGAL,desnutricion global,nutricion normal (n),2006-03-01,12,5,27,17,39,22,61
TRINIDAD,desnutricion global,nutricion normal (n),2006-03-01,741,568,422,335,1163,903,2066
TUPIZA,desnutricion global,nutricion normal (n),2006-03-01,335,349,379,365,714,714,1428
TURCO,desnutricion global,nutricion normal (n),2006-03-01,29,22,27,37,56,59,115
UMALA,desnutricion global,nutricion normal (n),2006-03-01,23,22,39,31,62,53,115
UNCIA,desnutricion global,nutricion normal (n),2006-03-01,109,76,87,56,196,132,328
URIONDO (A. CONCEPCION),desnutricion global,nutricion normal (n),2006-03-01,125,98,104,119,229,217,446
UYUNI,desnutricion global,nutricion normal (n),2006-03-01,394,350,184,168,578,518,1096
VACAS,desnutricion global,nutricion normal (n),2006-03-01,60,51,35,40,95,91,186
VALLEGRANDE,desnutricion global,nutricion normal (n),2006-03-01,106,119,79,76,185,195,380
VIACHA,desnutricion global,nutricion normal (n),2006-03-01,192,184,112,117,304,301,605
VILA VILA,desnutricion global,nutricion normal (n),2006-03-01,31,35,45,51,76,86,162
VILLA MONTES,desnutricion global,nutricion normal (n),2006-03-01,195,158,167,174,362,332,694
VILLA NUEVA (LOMA ALTA),desnutricion global,nutricion normal (n),2006-03-01,8,20,20,15,28,35,63
VILLA RIVERO,desnutricion global,nutricion normal (n),2006-03-01,27,30,14,6,41,36,77
VILLA SERRANO,desnutricion global,nutricion normal (n),2006-03-01,144,137,163,154,307,291,598
VILLA TUNARI,desnutricion global,nutricion normal (n),2006-03-01,450,391,267,265,717,656,1373
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,nutricion normal (n),2006-03-01,130,103,165,180,295,283,578
VILLAZON,desnutricion global,nutricion normal (n),2006-03-01,279,249,200,224,479,473,952
VINTO,desnutricion global,nutricion normal (n),2006-03-01,113,84,21,21,134,105,239
VITICHI,desnutricion global,nutricion normal (n),2006-03-01,86,93,77,73,163,166,329
WALDO BALLIVIAN,desnutricion global,nutricion normal (n),2006-03-01,12,6,5,4,17,10,27
WARNES,desnutricion global,nutricion normal (n),2006-03-01,465,433,268,253,733,686,1419
YACO,desnutricion global,nutricion normal (n),2006-03-01,39,30,24,10,63,40,103
YACUIBA,desnutricion global,nutricion normal (n),2006-03-01,340,302,262,209,602,511,1113
YAMPARAEZ,desnutricion global,nutricion normal (n),2006-03-01,96,107,141,136,237,243,480
YANACACHI,desnutricion global,nutricion normal (n),2006-03-01,22,24,18,21,40,45,85
YAPACANI,desnutricion global,nutricion normal (n),2006-03-01,389,353,216,229,605,582,1187
YOCALLA,desnutricion global,nutricion normal (n),2006-03-01,13,15,13,16,26,31,57
YOTALA,desnutricion global,nutricion normal (n),2006-03-01,100,84,139,141,239,225,464
YUNCHARA,desnutricion global,nutricion normal (n),2006-03-01,42,43,62,47,104,90,194
ZUDAÑEZ,desnutricion global,nutricion normal (n),2006-03-01,80,65,68,59,148,124,272
ACACIO,desnutricion global,nutricion normal (n),2006-04-01,57,65,58,64,115,129,244
ACHACACHI,desnutricion global,nutricion normal (n),2006-04-01,284,255,182,190,466,445,911
ACHOCALLA,desnutricion global,nutricion normal (n),2006-04-01,50,30,22,9,72,39,111
AIQUILE,desnutricion global,nutricion normal (n),2006-04-01,63,54,57,29,120,83,203
ALALAY,desnutricion global,nutricion normal (n),2006-04-01,17,9,6,2,23,11,34
ALCALA,desnutricion global,nutricion normal (n),2006-04-01,27,38,27,38,54,76,130
ANCORAIMES,desnutricion global,nutricion normal (n),2006-04-01,81,91,136,123,217,214,431
ANDAMARCA,desnutricion global,nutricion normal (n),2006-04-01,20,30,44,46,64,76,140
ANTEQUERA,desnutricion global,nutricion normal (n),2006-04-01,18,20,20,20,38,40,78
ANZALDO,desnutricion global,nutricion normal (n),2006-04-01,14,25,25,24,39,49,88
APOLO,desnutricion global,nutricion normal (n),2006-04-01,114,71,79,80,193,151,344
ARAMPAMPA,desnutricion global,nutricion normal (n),2006-04-01,35,39,26,35,61,74,135
ARANI,desnutricion global,nutricion normal (n),2006-04-01,43,37,18,23,61,60,121
ARBIETO,desnutricion global,nutricion normal (n),2006-04-01,30,15,14,17,44,32,76
ARQUE,desnutricion global,nutricion normal (n),2006-04-01,38,40,31,35,69,75,144
ASCENCION DE GUARAYOS,desnutricion global,nutricion normal (n),2006-04-01,167,201,193,179,360,380,740
ATOCHA,desnutricion global,nutricion normal (n),2006-04-01,97,84,73,75,170,159,329
AUCAPATA,desnutricion global,nutricion normal (n),2006-04-01,46,44,37,51,83,95,178
AYATA,desnutricion global,nutricion normal (n),2006-04-01,58,54,40,28,98,82,180
AYO AYO,desnutricion global,nutricion normal (n),2006-04-01,35,26,10,25,45,51,96
AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,nutricion normal (n),2006-04-01,204,161,133,107,337,268,605
AZURDUY,desnutricion global,nutricion normal (n),2006-04-01,224,192,206,177,430,369,799
BATALLAS,desnutricion global,nutricion normal (n),2006-04-01,98,75,43,41,141,116,257
BAURES,desnutricion global,nutricion normal (n),2006-04-01,23,38,26,33,49,71,120
BELEN DE ANDAMARCA,desnutricion global,nutricion normal (n),2006-04-01,5,5,2,1,7,6,13
BELEN DE URMIRI,desnutricion global,nutricion normal (n),2006-04-01,11,3,5,6,16,9,25
BELLA FLOR,desnutricion global,nutricion normal (n),2006-04-01,24,34,41,34,65,68,133
BERMEJO,desnutricion global,nutricion normal (n),2006-04-01,51,48,55,59,106,107,213
BETANZOS,desnutricion global,nutricion normal (n),2006-04-01,136,139,155,147,291,286,577
BOLIVAR,desnutricion global,nutricion normal (n),2006-04-01,25,30,23,20,48,50,98
BOLPEBRA,desnutricion global,nutricion normal (n),2006-04-01,17,16,18,12,35,28,63
BOYUIBE,desnutricion global,nutricion normal (n),2006-04-01,33,21,30,26,63,47,110
BUENA VISTA,desnutricion global,nutricion normal (n),2006-04-01,180,149,135,149,315,298,613
CABEZAS,desnutricion global,nutricion normal (n),2006-04-01,101,101,117,139,218,240,458
CAIROMA,desnutricion global,nutricion normal (n),2006-04-01,89,86,64,81,153,167,320
"CAIZA ""D""",desnutricion global,nutricion normal (n),2006-04-01,69,37,62,65,131,102,233
CAJUATA,desnutricion global,nutricion normal (n),2006-04-01,60,67,42,33,102,100,202
CALACOTO,desnutricion global,nutricion normal (n),2006-04-01,28,30,23,13,51,43,94
CALAMARCA,desnutricion global,nutricion normal (n),2006-04-01,96,117,65,55,161,172,333
CAMARGO,desnutricion global,nutricion normal (n),2006-04-01,129,137,125,90,254,227,481
CAMATAQUI (C. VILLA ABECIA),desnutricion global,nutricion normal (n),2006-04-01,32,22,36,30,68,52,120
CAMIRI,desnutricion global,nutricion normal (n),2006-04-01,257,230,246,268,503,498,1001
CAPINOTA,desnutricion global,nutricion normal (n),2006-04-01,37,31,24,27,61,58,119
CAQUIAVIRI,desnutricion global,nutricion normal (n),2006-04-01,38,48,25,23,63,71,134
CARACOLLO,desnutricion global,nutricion normal (n),2006-04-01,88,58,41,56,129,114,243
CARANAVI,desnutricion global,nutricion normal (n),2006-04-01,381,291,210,196,591,487,1078
CARANGAS,desnutricion global,nutricion normal (n),2006-04-01,2,4,2,4,4,8,12
CARAPARI,desnutricion global,nutricion normal (n),2006-04-01,79,87,64,57,143,144,287
CARIPUYO,desnutricion global,nutricion normal (n),2006-04-01,62,62,61,54,123,116,239
CARMEN RIVERO TORREZ,desnutricion global,nutricion normal (n),2006-04-01,25,20,20,15,45,35,80
CATACORA,desnutricion global,nutricion normal (n),2006-04-01,2,0,1,0,3,0,3
CHACARILLA,desnutricion global,nutricion normal (n),2006-04-01,14,5,6,13,20,18,38
CHALLAPATA,desnutricion global,nutricion normal (n),2006-04-01,143,133,107,99,250,232,482
CHAQUI,desnutricion global,nutricion normal (n),2006-04-01,34,26,29,29,63,55,118
CHARAGUA,desnutricion global,nutricion normal (n),2006-04-01,195,165,114,133,309,298,607
CHARAÑA,desnutricion global,nutricion normal (n),2006-04-01,14,11,13,9,27,20,47
CHAYANTA,desnutricion global,nutricion normal (n),2006-04-01,98,69,46,57,144,126,270
CHIMORE,desnutricion global,nutricion normal (n),2006-04-01,30,19,31,37,61,56,117
CHIPAYA,desnutricion global,nutricion normal (n),2006-04-01,8,13,12,5,20,18,38
CHOQUE COTA,desnutricion global,nutricion normal (n),2006-04-01,4,0,0,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),desnutricion global,nutricion normal (n),2006-04-01,115,102,68,63,183,165,348
CHUMA,desnutricion global,nutricion normal (n),2006-04-01,48,51,23,36,71,87,158
CLIZA,desnutricion global,nutricion normal (n),2006-04-01,104,94,17,28,121,122,243
COBIJA,desnutricion global,nutricion normal (n),2006-04-01,164,135,112,102,276,237,513
COCHABAMBA,desnutricion global,nutricion normal (n),2006-04-01,1586,1348,705,641,2291,1989,4280
COIPASA,desnutricion global,nutricion normal (n),2006-04-01,3,1,3,0,6,1,7
COLCAPIRHUA,desnutricion global,nutricion normal (n),2006-04-01,188,182,127,129,315,311,626
"COLCHA ""K""",desnutricion global,nutricion normal (n),2006-04-01,79,88,64,57,143,145,288
COLLANA,desnutricion global,nutricion normal (n),2006-04-01,8,6,6,4,14,10,24
COLOMI,desnutricion global,nutricion normal (n),2006-04-01,117,103,63,64,180,167,347
COLPA BELGICA,desnutricion global,nutricion normal (n),2006-04-01,28,33,27,17,55,50,105
COLQUECHACA,desnutricion global,nutricion normal (n),2006-04-01,139,115,89,80,228,195,423
COLQUENCHA,desnutricion global,nutricion normal (n),2006-04-01,33,39,24,18,57,57,114
COLQUIRI,desnutricion global,nutricion normal (n),2006-04-01,95,82,37,43,132,125,257
COMANCHE,desnutricion global,nutricion normal (n),2006-04-01,14,10,7,9,21,19,40
COMARAPA,desnutricion global,nutricion normal (n),2006-04-01,90,78,43,51,133,129,262
COMBAYA,desnutricion global,nutricion normal (n),2006-04-01,9,5,9,9,18,14,32
CONCEPCION,desnutricion global,nutricion normal (n),2006-04-01,127,113,59,37,186,150,336
COPACABANA,desnutricion global,nutricion normal (n),2006-04-01,69,78,60,53,129,131,260
CORIPATA,desnutricion global,nutricion normal (n),2006-04-01,119,132,87,71,206,203,409
CORO CORO,desnutricion global,nutricion normal (n),2006-04-01,52,61,35,39,87,100,187
COROICO,desnutricion global,nutricion normal (n),2006-04-01,113,127,142,126,255,253,508
CORQUE,desnutricion global,nutricion normal (n),2006-04-01,37,33,50,56,87,89,176
COTAGAITA,desnutricion global,nutricion normal (n),2006-04-01,167,144,113,106,280,250,530
COTOCA,desnutricion global,nutricion normal (n),2006-04-01,224,164,82,63,306,227,533
CUATRO CAÑADAS,desnutricion global,nutricion normal (n),2006-04-01,51,53,66,45,117,98,215
CUCHUMUELA (V. G. VILLARROEL),desnutricion global,nutricion normal (n),2006-04-01,20,10,11,6,31,16,47
CUEVO,desnutricion global,nutricion normal (n),2006-04-01,24,44,37,32,61,76,137
CULPINA,desnutricion global,nutricion normal (n),2006-04-01,188,161,169,151,357,312,669
CURAHUARA DE CARANGAS,desnutricion global,nutricion normal (n),2006-04-01,26,35,24,19,50,54,104
CURVA,desnutricion global,nutricion normal (n),2006-04-01,16,11,20,15,36,26,62
DESAGUADERO,desnutricion global,nutricion normal (n),2006-04-01,30,25,24,15,54,40,94
EL ALTO,desnutricion global,nutricion normal (n),2006-04-01,3248,3048,1672,1600,4920,4648,9568
EL CHORO,desnutricion global,nutricion normal (n),2006-04-01,16,6,8,10,24,16,40
EL PUENTE(STC),desnutricion global,nutricion normal (n),2006-04-01,172,146,150,151,322,297,619
EL PUENTE(TJA),desnutricion global,nutricion normal (n),2006-04-01,60,39,61,51,121,90,211
EL TORNO,desnutricion global,nutricion normal (n),2006-04-01,136,121,53,51,189,172,361
EL VILLAR,desnutricion global,nutricion normal (n),2006-04-01,82,72,85,55,167,127,294
ENTRE RIOS,desnutricion global,nutricion normal (n),2006-04-01,150,128,106,93,256,221,477
ENTRE RIOS,desnutricion global,nutricion normal (n),2006-04-01,107,107,94,84,201,191,392
ESCARA,desnutricion global,nutricion normal (n),2006-04-01,0,1,1,0,1,1,2
EUCALIPTUS,desnutricion global,nutricion normal (n),2006-04-01,23,25,45,35,68,60,128
EUREKA (SANTOS MERCADO),desnutricion global,nutricion normal (n),2006-04-01,3,9,5,7,8,16,24
EXALTACION,desnutricion global,nutricion normal (n),2006-04-01,14,11,19,18,33,29,62
FERNANDEZ ALONSO,desnutricion global,nutricion normal (n),2006-04-01,115,105,99,116,214,221,435
FILADELFIA,desnutricion global,nutricion normal (n),2006-04-01,24,17,17,25,41,42,83
GENERAL SAAVEDRA,desnutricion global,nutricion normal (n),2006-04-01,133,123,158,130,291,253,544
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,nutricion normal (n),2006-04-01,50,46,30,42,80,88,168
GUANAY,desnutricion global,nutricion normal (n),2006-04-01,101,90,76,60,177,150,327
GUAQUI,desnutricion global,nutricion normal (n),2006-04-01,34,32,32,22,66,54,120
GUAYARAMERIN,desnutricion global,nutricion normal (n),2006-04-01,249,227,137,129,386,356,742
GUTIERREZ,desnutricion global,nutricion normal (n),2006-04-01,101,90,139,136,240,226,466
HUACARETA,desnutricion global,nutricion normal (n),2006-04-01,99,97,117,130,216,227,443
HUACAYA (VILLA DE HUACAYA),desnutricion global,nutricion normal (n),2006-04-01,34,31,39,43,73,74,147
HUACHACALLA,desnutricion global,nutricion normal (n),2006-04-01,3,6,4,2,7,8,15
HUANUNI,desnutricion global,nutricion normal (n),2006-04-01,144,136,68,54,212,190,402
HUARACAJE,desnutricion global,nutricion normal (n),2006-04-01,20,15,25,21,45,36,81
HUAYLLAMARCA,desnutricion global,nutricion normal (n),2006-04-01,16,29,7,6,23,35,58
ICHOCA,desnutricion global,nutricion normal (n),2006-04-01,49,27,26,37,75,64,139
ICLA,desnutricion global,nutricion normal (n),2006-04-01,102,115,162,132,264,247,511
INCAHUASI,desnutricion global,nutricion normal (n),2006-04-01,190,183,159,152,349,335,684
INGAVI (HUMAITA),desnutricion global,nutricion normal (n),2006-04-01,9,9,15,1,24,10,34
INQUISIVI,desnutricion global,nutricion normal (n),2006-04-01,108,99,91,85,199,184,383
IRUPANA (VILLA DE LANZA),desnutricion global,nutricion normal (n),2006-04-01,143,134,175,116,318,250,568
IXIAMAS,desnutricion global,nutricion normal (n),2006-04-01,66,56,46,34,112,90,202
JESUS DE MACHACA,desnutricion global,nutricion normal (n),2006-04-01,48,57,42,38,90,95,185
LA ASUNTA,desnutricion global,nutricion normal (n),2006-04-01,204,188,66,51,270,239,509
LA GUARDIA,desnutricion global,nutricion normal (n),2006-04-01,296,306,159,158,455,464,919
LA PAZ,desnutricion global,nutricion normal (n),2006-04-01,2979,2610,1829,1610,4808,4220,9028
LA RIVERA,desnutricion global,nutricion normal (n),2006-04-01,2,6,2,3,4,9,13
LAGUNILLAS,desnutricion global,nutricion normal (n),2006-04-01,80,66,105,106,185,172,357
LAJA,desnutricion global,nutricion normal (n),2006-04-01,105,68,42,34,147,102,249
LAS CARRERAS,desnutricion global,nutricion normal (n),2006-04-01,39,35,39,33,78,68,146
LICOMA PAMPA,desnutricion global,nutricion normal (n),2006-04-01,1,6,5,7,6,13,19
LLALLAGUA,desnutricion global,nutricion normal (n),2006-04-01,186,157,98,89,284,246,530
LLICA,desnutricion global,nutricion normal (n),2006-04-01,29,29,26,21,55,50,105
LORETO,desnutricion global,nutricion normal (n),2006-04-01,27,25,30,28,57,53,110
LURIBAY,desnutricion global,nutricion normal (n),2006-04-01,110,78,98,82,208,160,368
MACHACAMARCA,desnutricion global,nutricion normal (n),2006-04-01,14,21,37,28,51,49,100
MACHARETI,desnutricion global,nutricion normal (n),2006-04-01,84,66,111,131,195,197,392
