municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,desnutricion global,sobrepeso (s),2006-01-01,4,0,0,3,4,3,7
ACHACACHI,desnutricion global,sobrepeso (s),2006-01-01,26,19,6,7,32,26,58
ACHOCALLA,desnutricion global,sobrepeso (s),2006-01-01,3,2,0,0,3,2,5
AIQUILE,desnutricion global,sobrepeso (s),2006-01-01,6,4,3,1,9,5,14
ALALAY,desnutricion global,sobrepeso (s),2006-01-01,2,1,0,0,2,1,3
ALCALA,desnutricion global,sobrepeso (s),2006-01-01,7,5,0,2,7,7,14
ANCORAIMES,desnutricion global,sobrepeso (s),2006-01-01,5,1,0,1,5,2,7
ANZALDO,desnutricion global,sobrepeso (s),2006-01-01,0,8,4,2,4,10,14
APOLO,desnutricion global,sobrepeso (s),2006-01-01,4,9,2,1,6,10,16
ARAMPAMPA,desnutricion global,sobrepeso (s),2006-01-01,1,3,0,1,1,4,5
ARANI,desnutricion global,sobrepeso (s),2006-01-01,1,1,0,0,1,1,2
ARBIETO,desnutricion global,sobrepeso (s),2006-01-01,6,0,1,0,7,0,7
ARQUE,desnutricion global,sobrepeso (s),2006-01-01,3,0,0,0,3,0,3
ATOCHA,desnutricion global,sobrepeso (s),2006-01-01,13,4,2,0,15,4,19
AUCAPATA,desnutricion global,sobrepeso (s),2006-01-01,1,2,0,0,1,2,3
AYATA,desnutricion global,sobrepeso (s),2006-01-01,2,1,1,0,3,1,4
AYO AYO,desnutricion global,sobrepeso (s),2006-01-01,2,1,0,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,sobrepeso (s),2006-01-01,3,12,2,0,5,12,17
AZURDUY,desnutricion global,sobrepeso (s),2006-01-01,11,8,3,0,14,8,22
BATALLAS,desnutricion global,sobrepeso (s),2006-01-01,5,6,0,3,5,9,14
BAURES,desnutricion global,sobrepeso (s),2006-01-01,5,6,0,0,5,6,11
BELEN DE ANDAMARCA,desnutricion global,sobrepeso (s),2006-01-01,2,0,0,0,2,0,2
BELLA FLOR,desnutricion global,sobrepeso (s),2006-01-01,2,1,0,0,2,1,3
BERMEJO,desnutricion global,sobrepeso (s),2006-01-01,21,16,4,5,25,21,46
BETANZOS,desnutricion global,sobrepeso (s),2006-01-01,25,13,11,10,36,23,59
BOLPEBRA,desnutricion global,sobrepeso (s),2006-01-01,2,1,0,0,2,1,3
BOYUIBE,desnutricion global,sobrepeso (s),2006-01-01,10,6,5,4,15,10,25
BUENA VISTA,desnutricion global,sobrepeso (s),2006-01-01,46,29,12,27,58,56,114
CABEZAS,desnutricion global,sobrepeso (s),2006-01-01,16,25,14,3,30,28,58
CAIROMA,desnutricion global,sobrepeso (s),2006-01-01,6,5,1,0,7,5,12
"CAIZA ""D""",desnutricion global,sobrepeso (s),2006-01-01,5,7,2,0,7,7,14
CAJUATA,desnutricion global,sobrepeso (s),2006-01-01,3,5,1,2,4,7,11
CALACOTO,desnutricion global,sobrepeso (s),2006-01-01,2,0,0,0,2,0,2
CALAMARCA,desnutricion global,sobrepeso (s),2006-01-01,6,3,0,1,6,4,10
CAMARGO,desnutricion global,sobrepeso (s),2006-01-01,16,16,5,0,21,16,37
CAMATAQUI (C. VILLA ABECIA),desnutricion global,sobrepeso (s),2006-01-01,1,4,1,0,2,4,6
CAMIRI,desnutricion global,sobrepeso (s),2006-01-01,102,67,21,16,123,83,206
CAPINOTA,desnutricion global,sobrepeso (s),2006-01-01,3,7,0,2,3,9,12
CAQUIAVIRI,desnutricion global,sobrepeso (s),2006-01-01,3,2,1,1,4,3,7
CARACOLLO,desnutricion global,sobrepeso (s),2006-01-01,6,3,3,1,9,4,13
CARANAVI,desnutricion global,sobrepeso (s),2006-01-01,107,59,7,7,114,66,180
CARAPARI,desnutricion global,sobrepeso (s),2006-01-01,10,20,3,1,13,21,34
CARIPUYO,desnutricion global,sobrepeso (s),2006-01-01,4,6,3,0,7,6,13
CARMEN RIVERO TORREZ,desnutricion global,sobrepeso (s),2006-01-01,5,2,0,2,5,4,9
CHACARILLA,desnutricion global,sobrepeso (s),2006-01-01,0,1,0,0,0,1,1
CHALLAPATA,desnutricion global,sobrepeso (s),2006-01-01,15,12,1,1,16,13,29
CHAQUI,desnutricion global,sobrepeso (s),2006-01-01,9,7,1,2,10,9,19
CHARAGUA,desnutricion global,sobrepeso (s),2006-01-01,42,51,4,17,46,68,114
CHARAÑA,desnutricion global,sobrepeso (s),2006-01-01,1,1,0,0,1,1,2
CHAYANTA,desnutricion global,sobrepeso (s),2006-01-01,11,9,0,0,11,9,20
CHIMORE,desnutricion global,sobrepeso (s),2006-01-01,4,3,1,0,5,3,8
CHIPAYA,desnutricion global,sobrepeso (s),2006-01-01,2,1,0,0,2,1,3
CHOQUE COTA,desnutricion global,sobrepeso (s),2006-01-01,1,3,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),desnutricion global,sobrepeso (s),2006-01-01,2,4,0,0,2,4,6
CHUMA,desnutricion global,sobrepeso (s),2006-01-01,5,2,0,1,5,3,8
CLIZA,desnutricion global,sobrepeso (s),2006-01-01,33,23,5,3,38,26,64
COBIJA,desnutricion global,sobrepeso (s),2006-01-01,79,73,9,12,88,85,173
COCHABAMBA,desnutricion global,sobrepeso (s),2006-01-01,299,269,61,51,360,320,680
COLCAPIRHUA,desnutricion global,sobrepeso (s),2006-01-01,29,29,3,3,32,32,64
"COLCHA ""K""",desnutricion global,sobrepeso (s),2006-01-01,7,7,1,1,8,8,16
COLLANA,desnutricion global,sobrepeso (s),2006-01-01,4,0,0,1,4,1,5
COLOMI,desnutricion global,sobrepeso (s),2006-01-01,16,13,5,2,21,15,36
COLPA BELGICA,desnutricion global,sobrepeso (s),2006-01-01,10,9,2,6,12,15,27
COLQUECHACA,desnutricion global,sobrepeso (s),2006-01-01,4,2,1,0,5,2,7
COLQUENCHA,desnutricion global,sobrepeso (s),2006-01-01,5,3,1,0,6,3,9
COLQUIRI,desnutricion global,sobrepeso (s),2006-01-01,1,9,7,5,8,14,22
COMARAPA,desnutricion global,sobrepeso (s),2006-01-01,53,61,13,11,66,72,138
CONCEPCION,desnutricion global,sobrepeso (s),2006-01-01,7,1,1,0,8,1,9
COPACABANA,desnutricion global,sobrepeso (s),2006-01-01,14,4,1,5,15,9,24
CORIPATA,desnutricion global,sobrepeso (s),2006-01-01,23,18,1,0,24,18,42
CORO CORO,desnutricion global,sobrepeso (s),2006-01-01,6,6,0,1,6,7,13
COROICO,desnutricion global,sobrepeso (s),2006-01-01,5,2,4,1,9,3,12
CORQUE,desnutricion global,sobrepeso (s),2006-01-01,4,1,1,0,5,1,6
COTAGAITA,desnutricion global,sobrepeso (s),2006-01-01,18,9,3,0,21,9,30
COTOCA,desnutricion global,sobrepeso (s),2006-01-01,52,24,8,2,60,26,86
CUATRO CAÑADAS,desnutricion global,sobrepeso (s),2006-01-01,29,9,2,1,31,10,41
CUCHUMUELA (V. G. VILLARROEL),desnutricion global,sobrepeso (s),2006-01-01,2,0,0,0,2,0,2
CUEVO,desnutricion global,sobrepeso (s),2006-01-01,6,1,1,1,7,2,9
CULPINA,desnutricion global,sobrepeso (s),2006-01-01,14,8,3,3,17,11,28
CURAHUARA DE CARANGAS,desnutricion global,sobrepeso (s),2006-01-01,3,3,0,0,3,3,6
CURVA,desnutricion global,sobrepeso (s),2006-01-01,0,2,1,1,1,3,4
DESAGUADERO,desnutricion global,sobrepeso (s),2006-01-01,6,10,1,0,7,10,17
EL ALTO,desnutricion global,sobrepeso (s),2006-01-01,480,432,78,101,558,533,1091
EL CHORO,desnutricion global,sobrepeso (s),2006-01-01,3,3,0,0,3,3,6
EL PUENTE(STC),desnutricion global,sobrepeso (s),2006-01-01,17,16,3,0,20,16,36
EL PUENTE(TJA),desnutricion global,sobrepeso (s),2006-01-01,5,5,0,0,5,5,10
EL TORNO,desnutricion global,sobrepeso (s),2006-01-01,68,40,11,6,79,46,125
EL VILLAR,desnutricion global,sobrepeso (s),2006-01-01,8,6,5,1,13,7,20
ENTRE RIOS,desnutricion global,sobrepeso (s),2006-01-01,28,23,3,7,31,30,61
ENTRE RIOS,desnutricion global,sobrepeso (s),2006-01-01,44,27,3,4,47,31,78
EUCALIPTUS,desnutricion global,sobrepeso (s),2006-01-01,12,6,2,0,14,6,20
EUREKA (SANTOS MERCADO),desnutricion global,sobrepeso (s),2006-01-01,1,0,2,1,3,1,4
EXALTACION,desnutricion global,sobrepeso (s),2006-01-01,8,2,3,1,11,3,14
FERNANDEZ ALONSO,desnutricion global,sobrepeso (s),2006-01-01,32,18,3,6,35,24,59
FILADELFIA,desnutricion global,sobrepeso (s),2006-01-01,9,4,2,3,11,7,18
GENERAL SAAVEDRA,desnutricion global,sobrepeso (s),2006-01-01,18,22,3,7,21,29,50
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,sobrepeso (s),2006-01-01,6,7,0,1,6,8,14
GUANAY,desnutricion global,sobrepeso (s),2006-01-01,21,19,4,0,25,19,44
GUAQUI,desnutricion global,sobrepeso (s),2006-01-01,3,5,1,0,4,5,9
GUAYARAMERIN,desnutricion global,sobrepeso (s),2006-01-01,97,60,11,15,108,75,183
GUTIERREZ,desnutricion global,sobrepeso (s),2006-01-01,19,21,7,5,26,26,52
HUACARETA,desnutricion global,sobrepeso (s),2006-01-01,8,14,5,3,13,17,30
HUACAYA (VILLA DE HUACAYA),desnutricion global,sobrepeso (s),2006-01-01,4,4,0,0,4,4,8
HUACHACALLA,desnutricion global,sobrepeso (s),2006-01-01,1,0,0,0,1,0,1
HUANUNI,desnutricion global,sobrepeso (s),2006-01-01,20,16,0,4,20,20,40
HUARACAJE,desnutricion global,sobrepeso (s),2006-01-01,6,3,1,1,7,4,11
ICHOCA,desnutricion global,sobrepeso (s),2006-01-01,5,1,0,1,5,2,7
ICLA,desnutricion global,sobrepeso (s),2006-01-01,4,5,2,0,6,5,11
INCAHUASI,desnutricion global,sobrepeso (s),2006-01-01,16,26,1,3,17,29,46
INQUISIVI,desnutricion global,sobrepeso (s),2006-01-01,19,17,2,3,21,20,41
IRUPANA (VILLA DE LANZA),desnutricion global,sobrepeso (s),2006-01-01,8,7,9,2,17,9,26
IXIAMAS,desnutricion global,sobrepeso (s),2006-01-01,11,4,2,2,13,6,19
JESUS DE MACHACA,desnutricion global,sobrepeso (s),2006-01-01,4,4,0,0,4,4,8
LA ASUNTA,desnutricion global,sobrepeso (s),2006-01-01,15,17,0,0,15,17,32
LA GUARDIA,desnutricion global,sobrepeso (s),2006-01-01,91,40,18,18,109,58,167
LA PAZ,desnutricion global,sobrepeso (s),2006-01-01,501,463,195,168,696,631,1327
LAGUNILLAS,desnutricion global,sobrepeso (s),2006-01-01,15,20,4,5,19,25,44
LAJA,desnutricion global,sobrepeso (s),2006-01-01,16,9,2,1,18,10,28
LAS CARRERAS,desnutricion global,sobrepeso (s),2006-01-01,3,4,2,0,5,4,9
LLALLAGUA,desnutricion global,sobrepeso (s),2006-01-01,49,46,9,10,58,56,114
LLICA,desnutricion global,sobrepeso (s),2006-01-01,1,1,0,0,1,1,2
LORETO,desnutricion global,sobrepeso (s),2006-01-01,11,5,1,1,12,6,18
LURIBAY,desnutricion global,sobrepeso (s),2006-01-01,6,3,0,0,6,3,9
MACHACAMARCA,desnutricion global,sobrepeso (s),2006-01-01,4,3,1,0,5,3,8
MACHARETI,desnutricion global,sobrepeso (s),2006-01-01,14,27,11,14,25,41,66
MAGDALENA,desnutricion global,sobrepeso (s),2006-01-01,24,17,0,3,24,20,44
MAIRANA,desnutricion global,sobrepeso (s),2006-01-01,20,21,5,2,25,23,48
MALLA,desnutricion global,sobrepeso (s),2006-01-01,2,2,0,0,2,2,4
MAPIRI,desnutricion global,sobrepeso (s),2006-01-01,20,5,1,7,21,12,33
MECAPACA,desnutricion global,sobrepeso (s),2006-01-01,12,3,1,1,13,4,17
MINEROS,desnutricion global,sobrepeso (s),2006-01-01,58,38,8,13,66,51,117
MIZQUE,desnutricion global,sobrepeso (s),2006-01-01,19,6,3,2,22,8,30
MOCOMOCO,desnutricion global,sobrepeso (s),2006-01-01,4,2,1,0,5,2,7
MOJOCOYA,desnutricion global,sobrepeso (s),2006-01-01,11,7,3,2,14,9,23
MONTEAGUDO,desnutricion global,sobrepeso (s),2006-01-01,58,55,12,5,70,60,130
MONTERO,desnutricion global,sobrepeso (s),2006-01-01,228,179,75,76,303,255,558
MORO MORO,desnutricion global,sobrepeso (s),2006-01-01,4,4,3,0,7,4,11
MOROCHATA,desnutricion global,sobrepeso (s),2006-01-01,13,12,2,0,15,12,27
NACEBE (SANTA ROSA DEL ABUNA),desnutricion global,sobrepeso (s),2006-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,sobrepeso (s),2006-01-01,1,1,0,1,1,2,3
OCURI,desnutricion global,sobrepeso (s),2006-01-01,3,6,1,0,4,6,10
OKINAWA,desnutricion global,sobrepeso (s),2006-01-01,13,10,1,2,14,12,26
OMEREQUE,desnutricion global,sobrepeso (s),2006-01-01,6,9,2,0,8,9,17
ORURO,desnutricion global,sobrepeso (s),2006-01-01,196,162,31,24,227,186,413
PADCAYA,desnutricion global,sobrepeso (s),2006-01-01,20,13,11,6,31,19,50
PADILLA,desnutricion global,sobrepeso (s),2006-01-01,25,24,6,1,31,25,56
PAILON,desnutricion global,sobrepeso (s),2006-01-01,20,47,13,0,33,47,80
PALCA,desnutricion global,sobrepeso (s),2006-01-01,8,6,1,2,9,8,17
PALOS BLANCOS,desnutricion global,sobrepeso (s),2006-01-01,20,27,4,3,24,30,54
PAMPA AULLAGAS,desnutricion global,sobrepeso (s),2006-01-01,1,1,0,0,1,1,2
PAMPA GRANDE,desnutricion global,sobrepeso (s),2006-01-01,16,12,3,1,19,13,32
PASORAPA,desnutricion global,sobrepeso (s),2006-01-01,2,11,0,3,2,14,16
PATACAMAYA,desnutricion global,sobrepeso (s),2006-01-01,11,5,2,3,13,8,21
PAZÑA,desnutricion global,sobrepeso (s),2006-01-01,4,2,0,0,4,2,6
PELECHUCO,desnutricion global,sobrepeso (s),2006-01-01,1,3,0,0,1,3,4
POCOATA,desnutricion global,sobrepeso (s),2006-01-01,10,8,3,4,13,12,25
POCONA,desnutricion global,sobrepeso (s),2006-01-01,8,10,4,2,12,12,24
POJO (CBBA),desnutricion global,sobrepeso (s),2006-01-01,8,7,2,0,10,7,17
POOPO,desnutricion global,sobrepeso (s),2006-01-01,2,4,0,2,2,6,8
PORCO,desnutricion global,sobrepeso (s),2006-01-01,3,2,1,0,4,2,6
POROMA,desnutricion global,sobrepeso (s),2006-01-01,12,7,0,2,12,9,21
PORONGO,desnutricion global,sobrepeso (s),2006-01-01,3,7,1,0,4,7,11
PORTACHUELO,desnutricion global,sobrepeso (s),2006-01-01,57,52,12,14,69,66,135
PORVENIR,desnutricion global,sobrepeso (s),2006-01-01,6,5,2,0,8,5,13
POSTRER VALLE,desnutricion global,sobrepeso (s),2006-01-01,4,9,5,0,9,9,18
POTOSI,desnutricion global,sobrepeso (s),2006-01-01,82,51,8,6,90,57,147
PRESTO,desnutricion global,sobrepeso (s),2006-01-01,6,2,0,1,6,3,9
PUCARA,desnutricion global,sobrepeso (s),2006-01-01,1,0,1,0,2,0,2
PUCARANI,desnutricion global,sobrepeso (s),2006-01-01,30,18,2,3,32,21,53
PUERTO ACOSTA,desnutricion global,sobrepeso (s),2006-01-01,17,8,20,20,37,28,65
PUERTO CARABUCO,desnutricion global,sobrepeso (s),2006-01-01,21,8,4,3,25,11,36
PUERTO GONZALO MORENO,desnutricion global,sobrepeso (s),2006-01-01,2,1,0,0,2,1,3
PUERTO PEREZ,desnutricion global,sobrepeso (s),2006-01-01,9,2,0,2,9,4,13
PUERTO QUIJARRO,desnutricion global,sobrepeso (s),2006-01-01,31,41,3,4,34,45,79
PUERTO RICO,desnutricion global,sobrepeso (s),2006-01-01,11,17,2,1,13,18,31
PUERTO SILES,desnutricion global,sobrepeso (s),2006-01-01,3,2,1,1,4,3,7
PUERTO SUAREZ,desnutricion global,sobrepeso (s),2006-01-01,21,24,8,8,29,32,61
PUERTO VILLARROEL,desnutricion global,sobrepeso (s),2006-01-01,74,49,10,3,84,52,136
PUNA,desnutricion global,sobrepeso (s),2006-01-01,15,5,3,2,18,7,25
PUNATA,desnutricion global,sobrepeso (s),2006-01-01,12,15,2,1,14,16,30
QUILLACOLLO,desnutricion global,sobrepeso (s),2006-01-01,71,69,17,11,88,80,168
QUIME,desnutricion global,sobrepeso (s),2006-01-01,3,8,1,3,4,11,15
QUIRUSILLAS,desnutricion global,sobrepeso (s),2006-01-01,6,4,1,0,7,4,11
RAVELO,desnutricion global,sobrepeso (s),2006-01-01,3,3,0,0,3,3,6
REYES,desnutricion global,sobrepeso (s),2006-01-01,30,26,3,5,33,31,64
RIBERALTA,desnutricion global,sobrepeso (s),2006-01-01,40,23,10,3,50,26,76
ROBORE,desnutricion global,sobrepeso (s),2006-01-01,13,11,11,8,24,19,43
RURRENABAQUE,desnutricion global,sobrepeso (s),2006-01-01,60,30,6,4,66,34,100
SABAYA,desnutricion global,sobrepeso (s),2006-01-01,4,0,0,0,4,0,4
SACABA,desnutricion global,sobrepeso (s),2006-01-01,29,19,2,1,31,20,51
SACABAMBA,desnutricion global,sobrepeso (s),2006-01-01,1,0,0,0,1,0,1
SACACA,desnutricion global,sobrepeso (s),2006-01-01,2,4,1,0,3,4,7
SAIPINA,desnutricion global,sobrepeso (s),2006-01-01,36,20,12,4,48,24,72
SALINAS DE GARCI MENDOZA,desnutricion global,sobrepeso (s),2006-01-01,10,3,2,1,12,4,16
SAMAIPATA,desnutricion global,sobrepeso (s),2006-01-01,18,12,5,2,23,14,37
SAN AGUSTIN,desnutricion global,sobrepeso (s),2006-01-01,0,2,0,0,0,2,2
SAN ANDRES,desnutricion global,sobrepeso (s),2006-01-01,12,5,1,0,13,5,18
SAN ANTONIO DE LOMERIO,desnutricion global,sobrepeso (s),2006-01-01,3,2,0,1,3,3,6
SAN BENITO,desnutricion global,sobrepeso (s),2006-01-01,10,1,0,0,10,1,11
SAN BORJA,desnutricion global,sobrepeso (s),2006-01-01,60,38,13,6,73,44,117
SAN BUENA VENTURA,desnutricion global,sobrepeso (s),2006-01-01,11,8,0,1,11,9,20
SAN CARLOS,desnutricion global,sobrepeso (s),2006-01-01,32,35,16,13,48,48,96
SAN IGNACIO,desnutricion global,sobrepeso (s),2006-01-01,18,9,2,1,20,10,30
SAN IGNACIO DE VELASCO,desnutricion global,sobrepeso (s),2006-01-01,78,49,7,10,85,59,144
SAN JAVIER(BNI),desnutricion global,sobrepeso (s),2006-01-01,0,1,0,3,0,4,4
SAN JOAQUIN,desnutricion global,sobrepeso (s),2006-01-01,0,0,9,5,9,5,14
SAN JOSE DE CHIQUITOS,desnutricion global,sobrepeso (s),2006-01-01,16,9,11,6,27,15,42
SAN JUAN DE YAPACANI,desnutricion global,sobrepeso (s),2006-01-01,24,17,1,2,25,19,44
SAN JULIAN,desnutricion global,sobrepeso (s),2006-01-01,14,17,6,6,20,23,43
SAN LORENZO(PND),desnutricion global,sobrepeso (s),2006-01-01,2,3,0,0,2,3,5
SAN LORENZO(TJA),desnutricion global,sobrepeso (s),2006-01-01,17,7,8,2,25,9,34
SAN LUCAS,desnutricion global,sobrepeso (s),2006-01-01,14,23,2,2,16,25,41
SAN MATIAS,desnutricion global,sobrepeso (s),2006-01-01,14,11,5,0,19,11,30
SAN MIGUEL DE VELASCO,desnutricion global,sobrepeso (s),2006-01-01,11,16,3,1,14,17,31
SAN PEDRO,desnutricion global,sobrepeso (s),2006-01-01,47,33,7,11,54,44,98
SAN PEDRO DE BUENA VISTA,desnutricion global,sobrepeso (s),2006-01-01,8,2,3,2,11,4,15
SAN PEDRO DE CURAHUARA,desnutricion global,sobrepeso (s),2006-01-01,9,6,0,1,9,7,16
SAN PEDRO DE TIQUINA,desnutricion global,sobrepeso (s),2006-01-01,0,4,1,0,1,4,5
SAN PEDRO(PND),desnutricion global,sobrepeso (s),2006-01-01,1,0,0,0,1,0,1
SAN RAFAEL,desnutricion global,sobrepeso (s),2006-01-01,3,7,3,0,6,7,13
SAN RAMON,desnutricion global,sobrepeso (s),2006-01-01,11,9,3,3,14,12,26
SANTA ANA,desnutricion global,sobrepeso (s),2006-01-01,85,41,29,15,114,56,170
SANTA CRUZ DE LA SIERRA,desnutricion global,sobrepeso (s),2006-01-01,1387,1082,455,453,1842,1535,3377
SANTA ROSA,desnutricion global,sobrepeso (s),2006-01-01,25,25,1,2,26,27,53
SANTA ROSA DEL SARA,desnutricion global,sobrepeso (s),2006-01-01,20,14,16,10,36,24,60
SANTIAGO DE CALLAPA,desnutricion global,sobrepeso (s),2006-01-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,desnutricion global,sobrepeso (s),2006-01-01,2,3,0,1,2,4,6
SANTIAGO DE MACHACA,desnutricion global,sobrepeso (s),2006-01-01,1,0,0,0,1,0,1
SANTIVAÑES,desnutricion global,sobrepeso (s),2006-01-01,7,5,3,0,10,5,15
SAPAHAQUI,desnutricion global,sobrepeso (s),2006-01-01,4,1,2,3,6,4,10
SENA,desnutricion global,sobrepeso (s),2006-01-01,6,4,3,1,9,5,14
SICA SICA (VILLA AROMA),desnutricion global,sobrepeso (s),2006-01-01,3,5,2,0,5,5,10
SICAYA,desnutricion global,sobrepeso (s),2006-01-01,2,0,0,0,2,0,2
SIPE SIPE,desnutricion global,sobrepeso (s),2006-01-01,38,40,11,9,49,49,98
SOPACHUY,desnutricion global,sobrepeso (s),2006-01-01,8,3,0,1,8,4,12
SORACACHI,desnutricion global,sobrepeso (s),2006-01-01,4,1,0,2,4,3,7
SORATA,desnutricion global,sobrepeso (s),2006-01-01,12,14,1,1,13,15,28
SUCRE,desnutricion global,sobrepeso (s),2006-01-01,170,152,31,35,201,187,388
TACACHI,desnutricion global,sobrepeso (s),2006-01-01,0,1,0,0,0,1,1
TACACOMA,desnutricion global,sobrepeso (s),2006-01-01,8,8,1,1,9,9,18
TACOBAMBA,desnutricion global,sobrepeso (s),2006-01-01,12,7,1,0,13,7,20
TACOPAYA,desnutricion global,sobrepeso (s),2006-01-01,7,1,1,1,8,2,10
TAPACARI,desnutricion global,sobrepeso (s),2006-01-01,1,3,0,1,1,4,5
TARABUCO,desnutricion global,sobrepeso (s),2006-01-01,19,17,1,3,20,20,40
TARATA,desnutricion global,sobrepeso (s),2006-01-01,9,9,2,1,11,10,21
TARIJA,desnutricion global,sobrepeso (s),2006-01-01,305,220,54,44,359,264,623
TARVITA,desnutricion global,sobrepeso (s),2006-01-01,12,11,5,0,17,11,28
TEOPONTE,desnutricion global,sobrepeso (s),2006-01-01,27,31,9,5,36,36,72
TIAWANACU,desnutricion global,sobrepeso (s),2006-01-01,3,5,0,2,3,7,10
TINGUIPAYA,desnutricion global,sobrepeso (s),2006-01-01,8,5,0,1,8,6,14
TIPUANI,desnutricion global,sobrepeso (s),2006-01-01,20,10,0,0,20,10,30
TIQUIPAYA,desnutricion global,sobrepeso (s),2006-01-01,20,21,4,6,24,27,51
TIRAQUE (CBBA),desnutricion global,sobrepeso (s),2006-01-01,59,67,8,10,67,77,144
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,sobrepeso (s),2006-01-01,3,2,0,0,3,2,5
TOCO,desnutricion global,sobrepeso (s),2006-01-01,2,0,0,0,2,0,2
TOLATA,desnutricion global,sobrepeso (s),2006-01-01,1,0,0,0,1,0,1
TOLEDO,desnutricion global,sobrepeso (s),2006-01-01,1,2,0,0,1,2,3
TOMAVE,desnutricion global,sobrepeso (s),2006-01-01,1,2,0,0,1,2,3
TOMINA,desnutricion global,sobrepeso (s),2006-01-01,14,20,10,8,24,28,52
TORO TORO,desnutricion global,sobrepeso (s),2006-01-01,2,5,1,2,3,7,10
TOTORA(CBBA),desnutricion global,sobrepeso (s),2006-01-01,7,3,0,0,7,3,10
TOTORA(ORR),desnutricion global,sobrepeso (s),2006-01-01,1,1,0,0,1,1,2
TRIGAL,desnutricion global,sobrepeso (s),2006-01-01,12,0,4,1,16,1,17
TRINIDAD,desnutricion global,sobrepeso (s),2006-01-01,172,118,33,14,205,132,337
TUPIZA,desnutricion global,sobrepeso (s),2006-01-01,23,21,5,4,28,25,53
TURCO,desnutricion global,sobrepeso (s),2006-01-01,4,3,0,0,4,3,7
UMALA,desnutricion global,sobrepeso (s),2006-01-01,1,4,0,0,1,4,5
UNCIA,desnutricion global,sobrepeso (s),2006-01-01,2,2,0,0,2,2,4
URIONDO (A. CONCEPCION),desnutricion global,sobrepeso (s),2006-01-01,38,14,32,12,70,26,96
UYUNI,desnutricion global,sobrepeso (s),2006-01-01,3,2,0,0,3,2,5
VACAS,desnutricion global,sobrepeso (s),2006-01-01,2,3,2,3,4,6,10
VALLEGRANDE,desnutricion global,sobrepeso (s),2006-01-01,21,24,6,5,27,29,56
VIACHA,desnutricion global,sobrepeso (s),2006-01-01,33,23,3,13,36,36,72
VILA VILA,desnutricion global,sobrepeso (s),2006-01-01,2,0,0,0,2,0,2
VILLA MONTES,desnutricion global,sobrepeso (s),2006-01-01,59,35,6,11,65,46,111
