municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,desnutricion aguda,desnutricion leve (l),2007-01-01,2,12,12,15,14,27,41
AIQUILE,desnutricion aguda,desnutricion leve (l),2007-01-01,16,18,18,11,34,29,63
ALALAY,desnutricion aguda,desnutricion leve (l),2007-01-01,7,6,9,7,16,13,29
ALCALA,desnutricion aguda,desnutricion leve (l),2007-01-01,15,17,31,24,46,41,87
ANDAMARCA,desnutricion aguda,desnutricion leve (l),2007-01-01,3,1,2,2,5,3,8
ANZALDO,desnutricion aguda,desnutricion leve (l),2007-01-01,5,4,17,18,22,22,44
ARAMPAMPA,desnutricion aguda,desnutricion leve (l),2007-01-01,32,15,15,23,47,38,85
ARANI,desnutricion aguda,desnutricion leve (l),2007-01-01,12,12,11,19,23,31,54
ARBIETO,desnutricion aguda,desnutricion leve (l),2007-01-01,11,6,18,15,29,21,50
ARQUE,desnutricion aguda,desnutricion leve (l),2007-01-01,45,28,30,38,75,66,141
ATOCHA,desnutricion aguda,desnutricion leve (l),2007-01-01,23,26,21,25,44,51,95
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,desnutricion leve (l),2007-01-01,26,22,37,40,63,62,125
AZURDUY,desnutricion aguda,desnutricion leve (l),2007-01-01,45,33,65,67,110,100,210
BAURES,desnutricion aguda,desnutricion leve (l),2007-01-01,10,8,5,10,15,18,33
BELEN DE ANDAMARCA,desnutricion aguda,desnutricion leve (l),2007-01-01,3,0,3,0,6,0,6
BELEN DE URMIRI,desnutricion aguda,desnutricion leve (l),2007-01-01,2,1,2,4,4,5,9
BELLA FLOR,desnutricion aguda,desnutricion leve (l),2007-01-01,5,6,6,11,11,17,28
BERMEJO,desnutricion aguda,desnutricion leve (l),2007-01-01,7,4,8,5,15,9,24
BETANZOS,desnutricion aguda,desnutricion leve (l),2007-01-01,47,52,100,76,147,128,275
BOLIVAR,desnutricion aguda,desnutricion leve (l),2007-01-01,19,21,20,26,39,47,86
BOLPEBRA,desnutricion aguda,desnutricion leve (l),2007-01-01,2,1,6,4,8,5,13
BOYUIBE,desnutricion aguda,desnutricion leve (l),2007-01-01,2,0,12,4,14,4,18
BUENA VISTA,desnutricion aguda,desnutricion leve (l),2007-01-01,4,6,9,11,13,17,30
CABEZAS,desnutricion aguda,desnutricion leve (l),2007-01-01,23,33,36,12,59,45,104
"CAIZA ""D""",desnutricion aguda,desnutricion leve (l),2007-01-01,9,13,16,14,25,27,52
CAJUATA,desnutricion aguda,desnutricion leve (l),2007-01-01,18,14,8,6,26,20,46
CAMARGO,desnutricion aguda,desnutricion leve (l),2007-01-01,48,56,69,69,117,125,242
CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,desnutricion leve (l),2007-01-01,8,7,11,20,19,27,46
CAMIRI,desnutricion aguda,desnutricion leve (l),2007-01-01,56,60,46,49,102,109,211
CAPINOTA,desnutricion aguda,desnutricion leve (l),2007-01-01,26,31,44,50,70,81,151
CARACOLLO,desnutricion aguda,desnutricion leve (l),2007-01-01,9,9,6,16,15,25,40
CARAPARI,desnutricion aguda,desnutricion leve (l),2007-01-01,16,14,10,16,26,30,56
CARIPUYO,desnutricion aguda,desnutricion leve (l),2007-01-01,33,29,49,64,82,93,175
CARMEN RIVERO TORREZ,desnutricion aguda,desnutricion leve (l),2007-01-01,6,13,5,3,11,16,27
CHALLAPATA,desnutricion aguda,desnutricion leve (l),2007-01-01,49,51,26,41,75,92,167
CHAQUI,desnutricion aguda,desnutricion leve (l),2007-01-01,18,12,22,16,40,28,68
CHARAGUA,desnutricion aguda,desnutricion leve (l),2007-01-01,32,37,29,36,61,73,134
CHAYANTA,desnutricion aguda,desnutricion leve (l),2007-01-01,24,19,38,31,62,50,112
CHIMORE,desnutricion aguda,desnutricion leve (l),2007-01-01,34,26,55,41,89,67,156
CHIPAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,4,9,8,4,12,13,25
CHOQUE COTA,desnutricion aguda,desnutricion leve (l),2007-01-01,2,1,0,1,2,2,4
COBIJA,desnutricion aguda,desnutricion leve (l),2007-01-01,35,19,25,24,60,43,103
COCHABAMBA,desnutricion aguda,desnutricion leve (l),2007-01-01,440,422,314,308,754,730,1484
COIPASA,desnutricion aguda,desnutricion leve (l),2007-01-01,0,1,2,2,2,3,5
COLCAPIRHUA,desnutricion aguda,desnutricion leve (l),2007-01-01,23,56,30,29,53,85,138
"COLCHA ""K""",desnutricion aguda,desnutricion leve (l),2007-01-01,16,9,10,10,26,19,45
COLOMI,desnutricion aguda,desnutricion leve (l),2007-01-01,65,59,27,40,92,99,191
COLPA BELGICA,desnutricion aguda,desnutricion leve (l),2007-01-01,6,11,7,6,13,17,30
COLQUECHACA,desnutricion aguda,desnutricion leve (l),2007-01-01,47,46,39,37,86,83,169
COLQUIRI,desnutricion aguda,desnutricion leve (l),2007-01-01,9,16,12,15,21,31,52
COMARAPA,desnutricion aguda,desnutricion leve (l),2007-01-01,19,21,9,24,28,45,73
CONCEPCION,desnutricion aguda,desnutricion leve (l),2007-01-01,21,31,12,13,33,44,77
CORQUE,desnutricion aguda,desnutricion leve (l),2007-01-01,15,12,12,9,27,21,48
COTAGAITA,desnutricion aguda,desnutricion leve (l),2007-01-01,34,47,31,32,65,79,144
COTOCA,desnutricion aguda,desnutricion leve (l),2007-01-01,25,28,22,0,47,28,75
CUATRO CAÑADAS,desnutricion aguda,desnutricion leve (l),2007-01-01,13,17,3,11,16,28,44
CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,desnutricion leve (l),2007-01-01,6,2,4,5,10,7,17
CUEVO,desnutricion aguda,desnutricion leve (l),2007-01-01,9,10,7,12,16,22,38
CULPINA,desnutricion aguda,desnutricion leve (l),2007-01-01,70,62,86,96,156,158,314
CURAHUARA DE CARANGAS,desnutricion aguda,desnutricion leve (l),2007-01-01,5,10,8,12,13,22,35
EL CHORO,desnutricion aguda,desnutricion leve (l),2007-01-01,6,4,1,2,7,6,13
EL PUENTE(STC),desnutricion aguda,desnutricion leve (l),2007-01-01,16,15,5,7,21,22,43
EL PUENTE(TJA),desnutricion aguda,desnutricion leve (l),2007-01-01,13,15,24,37,37,52,89
EL TORNO,desnutricion aguda,desnutricion leve (l),2007-01-01,22,8,13,7,35,15,50
EL VILLAR,desnutricion aguda,desnutricion leve (l),2007-01-01,4,5,12,15,16,20,36
ENTRE RIOS,desnutricion aguda,desnutricion leve (l),2007-01-01,36,26,28,38,64,64,128
ENTRE RIOS,desnutricion aguda,desnutricion leve (l),2007-01-01,50,57,47,61,97,118,215
ESCARA,desnutricion aguda,desnutricion leve (l),2007-01-01,0,0,1,0,1,0,1
EUCALIPTUS,desnutricion aguda,desnutricion leve (l),2007-01-01,7,7,9,3,16,10,26
EUREKA (SANTOS MERCADO),desnutricion aguda,desnutricion leve (l),2007-01-01,0,1,1,0,1,1,2
EXALTACION,desnutricion aguda,desnutricion leve (l),2007-01-01,1,4,3,3,4,7,11
FERNANDEZ ALONSO,desnutricion aguda,desnutricion leve (l),2007-01-01,10,16,7,14,17,30,47
FILADELFIA,desnutricion aguda,desnutricion leve (l),2007-01-01,5,3,0,6,5,9,14
GENERAL SAAVEDRA,desnutricion aguda,desnutricion leve (l),2007-01-01,33,25,16,19,49,44,93
GUAYARAMERIN,desnutricion aguda,desnutricion leve (l),2007-01-01,66,67,46,66,112,133,245
GUTIERREZ,desnutricion aguda,desnutricion leve (l),2007-01-01,15,16,23,23,38,39,77
HUACARETA,desnutricion aguda,desnutricion leve (l),2007-01-01,12,20,20,20,32,40,72
HUACAYA (VILLA DE HUACAYA),desnutricion aguda,desnutricion leve (l),2007-01-01,17,9,18,11,35,20,55
HUACHACALLA,desnutricion aguda,desnutricion leve (l),2007-01-01,3,4,1,0,4,4,8
HUANUNI,desnutricion aguda,desnutricion leve (l),2007-01-01,53,58,33,35,86,93,179
HUARACAJE,desnutricion aguda,desnutricion leve (l),2007-01-01,5,6,5,4,10,10,20
HUAYLLAMARCA,desnutricion aguda,desnutricion leve (l),2007-01-01,3,4,4,4,7,8,15
ICHOCA,desnutricion aguda,desnutricion leve (l),2007-01-01,1,4,5,5,6,9,15
ICLA,desnutricion aguda,desnutricion leve (l),2007-01-01,36,39,75,89,111,128,239
INCAHUASI,desnutricion aguda,desnutricion leve (l),2007-01-01,81,105,92,96,173,201,374
INQUISIVI,desnutricion aguda,desnutricion leve (l),2007-01-01,19,21,14,11,33,32,65
LA GUARDIA,desnutricion aguda,desnutricion leve (l),2007-01-01,85,73,52,51,137,124,261
LAGUNILLAS,desnutricion aguda,desnutricion leve (l),2007-01-01,27,17,43,49,70,66,136
LAS CARRERAS,desnutricion aguda,desnutricion leve (l),2007-01-01,5,9,11,11,16,20,36
LICOMA PAMPA,desnutricion aguda,desnutricion leve (l),2007-01-01,3,0,0,0,3,0,3
LLALLAGUA,desnutricion aguda,desnutricion leve (l),2007-01-01,77,75,70,84,147,159,306
LLICA,desnutricion aguda,desnutricion leve (l),2007-01-01,7,3,7,4,14,7,21
LORETO,desnutricion aguda,desnutricion leve (l),2007-01-01,2,3,0,2,2,5,7
MACHACAMARCA,desnutricion aguda,desnutricion leve (l),2007-01-01,22,16,18,14,40,30,70
MACHARETI,desnutricion aguda,desnutricion leve (l),2007-01-01,21,10,23,25,44,35,79
MAGDALENA,desnutricion aguda,desnutricion leve (l),2007-01-01,15,16,10,8,25,24,49
MAIRANA,desnutricion aguda,desnutricion leve (l),2007-01-01,7,4,12,12,19,16,35
MINEROS,desnutricion aguda,desnutricion leve (l),2007-01-01,26,29,13,14,39,43,82
MIZQUE,desnutricion aguda,desnutricion leve (l),2007-01-01,59,57,79,72,138,129,267
MOJINETE,desnutricion aguda,desnutricion leve (l),2007-01-01,1,2,1,1,2,3,5
MOJOCOYA,desnutricion aguda,desnutricion leve (l),2007-01-01,16,20,44,36,60,56,116
MONTEAGUDO,desnutricion aguda,desnutricion leve (l),2007-01-01,58,47,75,101,133,148,281
MONTERO,desnutricion aguda,desnutricion leve (l),2007-01-01,214,170,133,164,347,334,681
MORO MORO,desnutricion aguda,desnutricion leve (l),2007-01-01,3,5,0,1,3,6,9
MOROCHATA,desnutricion aguda,desnutricion leve (l),2007-01-01,40,34,32,58,72,92,164
NACEBE (SANTA ROSA DEL ABUNA),desnutricion aguda,desnutricion leve (l),2007-01-01,2,0,2,1,4,1,5
OCURI,desnutricion aguda,desnutricion leve (l),2007-01-01,62,60,76,69,138,129,267
OKINAWA,desnutricion aguda,desnutricion leve (l),2007-01-01,10,18,3,16,13,34,47
OMEREQUE,desnutricion aguda,desnutricion leve (l),2007-01-01,9,14,10,13,19,27,46
ORURO,desnutricion aguda,desnutricion leve (l),2007-01-01,391,395,258,234,649,629,1278
PADCAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,17,13,13,17,30,30,60
PADILLA,desnutricion aguda,desnutricion leve (l),2007-01-01,29,41,76,92,105,133,238
PAILON,desnutricion aguda,desnutricion leve (l),2007-01-01,23,28,15,12,38,40,78
PAMPA AULLAGAS,desnutricion aguda,desnutricion leve (l),2007-01-01,12,14,10,13,22,27,49
PAMPA GRANDE,desnutricion aguda,desnutricion leve (l),2007-01-01,4,7,7,2,11,9,20
PASORAPA,desnutricion aguda,desnutricion leve (l),2007-01-01,5,5,9,6,14,11,25
PAZÑA,desnutricion aguda,desnutricion leve (l),2007-01-01,13,10,6,5,19,15,34
POCOATA,desnutricion aguda,desnutricion leve (l),2007-01-01,46,45,35,40,81,85,166
POCONA,desnutricion aguda,desnutricion leve (l),2007-01-01,14,12,11,18,25,30,55
POJO (CBBA),desnutricion aguda,desnutricion leve (l),2007-01-01,8,18,10,8,18,26,44
POOPO,desnutricion aguda,desnutricion leve (l),2007-01-01,5,4,2,4,7,8,15
PORCO,desnutricion aguda,desnutricion leve (l),2007-01-01,24,29,9,16,33,45,78
POROMA,desnutricion aguda,desnutricion leve (l),2007-01-01,35,29,22,22,57,51,108
PORONGO,desnutricion aguda,desnutricion leve (l),2007-01-01,4,3,1,1,5,4,9
PORTACHUELO,desnutricion aguda,desnutricion leve (l),2007-01-01,32,29,20,25,52,54,106
PORVENIR,desnutricion aguda,desnutricion leve (l),2007-01-01,9,9,6,14,15,23,38
POSTRER VALLE,desnutricion aguda,desnutricion leve (l),2007-01-01,2,5,4,4,6,9,15
POTOSI,desnutricion aguda,desnutricion leve (l),2007-01-01,369,356,243,229,612,585,1197
PRESTO,desnutricion aguda,desnutricion leve (l),2007-01-01,24,20,35,30,59,50,109
PUCARA,desnutricion aguda,desnutricion leve (l),2007-01-01,1,1,2,0,3,1,4
PUERTO GONZALO MORENO,desnutricion aguda,desnutricion leve (l),2007-01-01,10,8,7,9,17,17,34
PUERTO QUIJARRO,desnutricion aguda,desnutricion leve (l),2007-01-01,15,11,6,5,21,16,37
PUERTO RICO,desnutricion aguda,desnutricion leve (l),2007-01-01,1,3,2,4,3,7,10
PUERTO SILES,desnutricion aguda,desnutricion leve (l),2007-01-01,5,2,0,0,5,2,7
PUERTO SUAREZ,desnutricion aguda,desnutricion leve (l),2007-01-01,13,12,10,9,23,21,44
PUERTO VILLARROEL,desnutricion aguda,desnutricion leve (l),2007-01-01,47,51,85,93,132,144,276
PUNA,desnutricion aguda,desnutricion leve (l),2007-01-01,61,68,87,85,148,153,301
PUNATA,desnutricion aguda,desnutricion leve (l),2007-01-01,35,41,19,31,54,72,126
QUILLACOLLO,desnutricion aguda,desnutricion leve (l),2007-01-01,70,56,62,68,132,124,256
QUIME,desnutricion aguda,desnutricion leve (l),2007-01-01,9,6,2,6,11,12,23
QUIRUSILLAS,desnutricion aguda,desnutricion leve (l),2007-01-01,2,1,2,1,4,2,6
RAVELO,desnutricion aguda,desnutricion leve (l),2007-01-01,69,51,75,89,144,140,284
REYES,desnutricion aguda,desnutricion leve (l),2007-01-01,50,48,52,50,102,98,200
RIBERALTA,desnutricion aguda,desnutricion leve (l),2007-01-01,208,337,121,147,329,484,813
ROBORE,desnutricion aguda,desnutricion leve (l),2007-01-01,21,23,10,9,31,32,63
RURRENABAQUE,desnutricion aguda,desnutricion leve (l),2007-01-01,13,11,5,10,18,21,39
SABAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,2,3,1,1,3,4,7
SACABA,desnutricion aguda,desnutricion leve (l),2007-01-01,52,53,41,59,93,112,205
SACABAMBA,desnutricion aguda,desnutricion leve (l),2007-01-01,10,7,5,6,15,13,28
SACACA,desnutricion aguda,desnutricion leve (l),2007-01-01,63,87,160,132,223,219,442
SAIPINA,desnutricion aguda,desnutricion leve (l),2007-01-01,6,5,10,8,16,13,29
SALINAS DE GARCI MENDOZA,desnutricion aguda,desnutricion leve (l),2007-01-01,12,8,14,12,26,20,46
SAMAIPATA,desnutricion aguda,desnutricion leve (l),2007-01-01,15,6,6,8,21,14,35
SAN AGUSTIN,desnutricion aguda,desnutricion leve (l),2007-01-01,5,3,5,2,10,5,15
SAN ANDRES,desnutricion aguda,desnutricion leve (l),2007-01-01,13,19,17,19,30,38,68
SAN ANTONIO DE ESMORUCO,desnutricion aguda,desnutricion leve (l),2007-01-01,6,2,0,3,6,5,11
SAN ANTONIO DE LOMERIO,desnutricion aguda,desnutricion leve (l),2007-01-01,37,39,28,37,65,76,141
SAN BENITO,desnutricion aguda,desnutricion leve (l),2007-01-01,8,17,10,11,18,28,46
SAN BORJA,desnutricion aguda,desnutricion leve (l),2007-01-01,47,64,49,50,96,114,210
SAN CARLOS,desnutricion aguda,desnutricion leve (l),2007-01-01,37,30,23,21,60,51,111
SAN IGNACIO,desnutricion aguda,desnutricion leve (l),2007-01-01,59,59,48,54,107,113,220
SAN IGNACIO DE VELASCO,desnutricion aguda,desnutricion leve (l),2007-01-01,117,130,116,115,233,245,478
SAN JAVIER(BNI),desnutricion aguda,desnutricion leve (l),2007-01-01,2,0,3,9,5,9,14
SAN JOAQUIN,desnutricion aguda,desnutricion leve (l),2007-01-01,2,3,5,7,7,10,17
SAN JOSE DE CHIQUITOS,desnutricion aguda,desnutricion leve (l),2007-01-01,22,15,13,13,35,28,63
SAN JUAN DE YAPACANI,desnutricion aguda,desnutricion leve (l),2007-01-01,9,8,5,15,14,23,37
SAN JULIAN,desnutricion aguda,desnutricion leve (l),2007-01-01,10,13,11,16,21,29,50
SAN LORENZO(PND),desnutricion aguda,desnutricion leve (l),2007-01-01,3,2,0,2,3,4,7
SAN LORENZO(TJA),desnutricion aguda,desnutricion leve (l),2007-01-01,28,31,51,58,79,89,168
SAN LUCAS,desnutricion aguda,desnutricion leve (l),2007-01-01,117,115,134,162,251,277,528
SAN MATIAS,desnutricion aguda,desnutricion leve (l),2007-01-01,13,7,8,8,21,15,36
SAN MIGUEL DE VELASCO,desnutricion aguda,desnutricion leve (l),2007-01-01,11,6,8,16,19,22,41
SAN PABLO DE LIPEZ,desnutricion aguda,desnutricion leve (l),2007-01-01,3,2,6,3,9,5,14
SAN PEDRO,desnutricion aguda,desnutricion leve (l),2007-01-01,16,19,11,18,27,37,64
SAN PEDRO DE QUEMES,desnutricion aguda,desnutricion leve (l),2007-01-01,0,1,1,1,1,2,3
SAN PEDRO(PND),desnutricion aguda,desnutricion leve (l),2007-01-01,1,0,4,0,5,0,5
SAN RAFAEL,desnutricion aguda,desnutricion leve (l),2007-01-01,21,20,7,9,28,29,57
SAN RAMON,desnutricion aguda,desnutricion leve (l),2007-01-01,11,10,2,8,13,18,31
SANTA ANA,desnutricion aguda,desnutricion leve (l),2007-01-01,30,33,12,18,42,51,93
SANTA CRUZ DE LA SIERRA,desnutricion aguda,desnutricion leve (l),2007-01-01,696,740,304,367,1000,1107,2107
SANTA ROSA,desnutricion aguda,desnutricion leve (l),2007-01-01,17,18,6,6,23,24,47
SANTA ROSA DEL SARA,desnutricion aguda,desnutricion leve (l),2007-01-01,14,17,23,9,37,26,63
SANTIAGO DE HUARI,desnutricion aguda,desnutricion leve (l),2007-01-01,16,14,27,14,43,28,71
SANTIVAÑES,desnutricion aguda,desnutricion leve (l),2007-01-01,3,8,9,10,12,18,30
SANTUARIO DE QUILLACAS,desnutricion aguda,desnutricion leve (l),2007-01-01,2,5,4,4,6,9,15
SENA,desnutricion aguda,desnutricion leve (l),2007-01-01,7,12,11,14,18,26,44
SICAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,8,9,12,8,20,17,37
SIPE SIPE,desnutricion aguda,desnutricion leve (l),2007-01-01,65,57,55,41,120,98,218
SOPACHUY,desnutricion aguda,desnutricion leve (l),2007-01-01,22,28,38,67,60,95,155
SORACACHI,desnutricion aguda,desnutricion leve (l),2007-01-01,14,14,11,17,25,31,56
SUCRE,desnutricion aguda,desnutricion leve (l),2007-01-01,241,211,214,197,455,408,863
TACACHI,desnutricion aguda,desnutricion leve (l),2007-01-01,2,0,0,1,2,1,3
TACOBAMBA,desnutricion aguda,desnutricion leve (l),2007-01-01,9,15,11,12,20,27,47
TACOPAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,38,45,58,60,96,105,201
TAHUA,desnutricion aguda,desnutricion leve (l),2007-01-01,0,1,0,0,0,1,1
TAPACARI,desnutricion aguda,desnutricion leve (l),2007-01-01,75,79,60,50,135,129,264
TARABUCO,desnutricion aguda,desnutricion leve (l),2007-01-01,119,97,177,181,296,278,574
TARATA,desnutricion aguda,desnutricion leve (l),2007-01-01,19,22,11,8,30,30,60
TARIJA,desnutricion aguda,desnutricion leve (l),2007-01-01,165,182,141,155,306,337,643
TARVITA,desnutricion aguda,desnutricion leve (l),2007-01-01,34,50,107,127,141,177,318
TINGUIPAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,36,51,46,50,82,101,183
TIQUIPAYA,desnutricion aguda,desnutricion leve (l),2007-01-01,40,49,36,34,76,83,159
TIRAQUE (CBBA),desnutricion aguda,desnutricion leve (l),2007-01-01,76,57,63,62,139,119,258
TOCO,desnutricion aguda,desnutricion leve (l),2007-01-01,5,3,7,2,12,5,17
TOLATA,desnutricion aguda,desnutricion leve (l),2007-01-01,2,9,3,5,5,14,19
TOLEDO,desnutricion aguda,desnutricion leve (l),2007-01-01,14,5,12,12,26,17,43
TOMAVE,desnutricion aguda,desnutricion leve (l),2007-01-01,23,6,22,10,45,16,61
TOMINA,desnutricion aguda,desnutricion leve (l),2007-01-01,49,47,67,76,116,123,239
TORO TORO,desnutricion aguda,desnutricion leve (l),2007-01-01,5,4,3,5,8,9,17
TOTORA(CBBA),desnutricion aguda,desnutricion leve (l),2007-01-01,20,8,19,24,39,32,71
TOTORA(ORR),desnutricion aguda,desnutricion leve (l),2007-01-01,5,4,10,7,15,11,26
TRIGAL,desnutricion aguda,desnutricion leve (l),2007-01-01,2,2,0,1,2,3,5
TRINIDAD,desnutricion aguda,desnutricion leve (l),2007-01-01,128,113,90,67,218,180,398
TUPIZA,desnutricion aguda,desnutricion leve (l),2007-01-01,52,51,81,79,133,130,263
TURCO,desnutricion aguda,desnutricion leve (l),2007-01-01,1,2,1,3,2,5,7
UNCIA,desnutricion aguda,desnutricion leve (l),2007-01-01,27,24,42,149,69,173,242
URIONDO (A. CONCEPCION),desnutricion aguda,desnutricion leve (l),2007-01-01,27,19,26,40,53,59,112
UYUNI,desnutricion aguda,desnutricion leve (l),2007-01-01,19,18,31,26,50,44,94
VACAS,desnutricion aguda,desnutricion leve (l),2007-01-01,18,10,14,10,32,20,52
VALLEGRANDE,desnutricion aguda,desnutricion leve (l),2007-01-01,16,19,15,8,31,27,58
VILA VILA,desnutricion aguda,desnutricion leve (l),2007-01-01,3,5,5,10,8,15,23
VILLA MONTES,desnutricion aguda,desnutricion leve (l),2007-01-01,32,20,29,21,61,41,102
VILLA NUEVA (LOMA ALTA),desnutricion aguda,desnutricion leve (l),2007-01-01,4,10,3,6,7,16,23
VILLA RIVERO,desnutricion aguda,desnutricion leve (l),2007-01-01,15,12,14,21,29,33,62
VILLA SERRANO,desnutricion aguda,desnutricion leve (l),2007-01-01,33,28,65,67,98,95,193
VILLA TUNARI,desnutricion aguda,desnutricion leve (l),2007-01-01,114,94,80,80,194,174,368
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion aguda,desnutricion leve (l),2007-01-01,20,18,24,28,44,46,90
VILLAZON,desnutricion aguda,desnutricion leve (l),2007-01-01,75,51,61,79,136,130,266
VINTO,desnutricion aguda,desnutricion leve (l),2007-01-01,8,9,6,8,14,17,31
VITICHI,desnutricion aguda,desnutricion leve (l),2007-01-01,24,21,29,35,53,56,109
WARNES,desnutricion aguda,desnutricion leve (l),2007-01-01,37,45,60,39,97,84,181
YACUIBA,desnutricion aguda,desnutricion leve (l),2007-01-01,77,82,52,51,129,133,262
YAMPARAEZ,desnutricion aguda,desnutricion leve (l),2007-01-01,38,30,76,78,114,108,222
YAPACANI,desnutricion aguda,desnutricion leve (l),2007-01-01,84,63,44,44,128,107,235
YOCALLA,desnutricion aguda,desnutricion leve (l),2007-01-01,8,8,6,5,14,13,27
YOTALA,desnutricion aguda,desnutricion leve (l),2007-01-01,12,14,19,19,31,33,64
YUNCHARA,desnutricion aguda,desnutricion leve (l),2007-01-01,16,12,34,22,50,34,84
ZUDAÑEZ,desnutricion aguda,desnutricion leve (l),2007-01-01,32,27,29,67,61,94,155
ACACIO,desnutricion aguda,desnutricion leve (l),2007-02-01,11,14,13,19,24,33,57
AIQUILE,desnutricion aguda,desnutricion leve (l),2007-02-01,21,27,18,22,39,49,88
ALALAY,desnutricion aguda,desnutricion leve (l),2007-02-01,9,12,10,13,19,25,44
ALCALA,desnutricion aguda,desnutricion leve (l),2007-02-01,20,16,33,29,53,45,98
ANDAMARCA,desnutricion aguda,desnutricion leve (l),2007-02-01,8,3,4,8,12,11,23
ANTEQUERA,desnutricion aguda,desnutricion leve (l),2007-02-01,0,1,2,1,2,2,4
ANZALDO,desnutricion aguda,desnutricion leve (l),2007-02-01,9,7,26,22,35,29,64
ARAMPAMPA,desnutricion aguda,desnutricion leve (l),2007-02-01,14,17,21,25,35,42,77
ARANI,desnutricion aguda,desnutricion leve (l),2007-02-01,6,6,17,12,23,18,41
ARBIETO,desnutricion aguda,desnutricion leve (l),2007-02-01,11,4,21,14,32,18,50
ARQUE,desnutricion aguda,desnutricion leve (l),2007-02-01,31,32,49,66,80,98,178
ASCENCION DE GUARAYOS,desnutricion aguda,desnutricion leve (l),2007-02-01,48,65,71,70,119,135,254
ATOCHA,desnutricion aguda,desnutricion leve (l),2007-02-01,16,19,13,16,29,35,64
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,desnutricion leve (l),2007-02-01,55,37,39,56,94,93,187
AZURDUY,desnutricion aguda,desnutricion leve (l),2007-02-01,50,71,80,112,130,183,313
BAURES,desnutricion aguda,desnutricion leve (l),2007-02-01,4,6,6,6,10,12,22
BELEN DE ANDAMARCA,desnutricion aguda,desnutricion leve (l),2007-02-01,3,2,0,6,3,8,11
BELEN DE URMIRI,desnutricion aguda,desnutricion leve (l),2007-02-01,1,1,3,6,4,7,11
BELLA FLOR,desnutricion aguda,desnutricion leve (l),2007-02-01,2,0,0,3,2,3,5
BERMEJO,desnutricion aguda,desnutricion leve (l),2007-02-01,5,3,3,4,8,7,15
BETANZOS,desnutricion aguda,desnutricion leve (l),2007-02-01,46,54,66,79,112,133,245
BOLIVAR,desnutricion aguda,desnutricion leve (l),2007-02-01,24,26,22,37,46,63,109
BOLPEBRA,desnutricion aguda,desnutricion leve (l),2007-02-01,2,2,1,2,3,4,7
BOYUIBE,desnutricion aguda,desnutricion leve (l),2007-02-01,4,5,10,11,14,16,30
BUENA VISTA,desnutricion aguda,desnutricion leve (l),2007-02-01,12,8,11,17,23,25,48
CABEZAS,desnutricion aguda,desnutricion leve (l),2007-02-01,21,20,19,27,40,47,87
"CAIZA ""D""",desnutricion aguda,desnutricion leve (l),2007-02-01,19,10,27,27,46,37,83
CAJUATA,desnutricion aguda,desnutricion leve (l),2007-02-01,14,24,8,9,22,33,55
