municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
ACACIO,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,2,1,3,2,5,7
AIQUILE,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,9,3,6,7,15,22
ALALAY,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,0,0,2,0,2
ALCALA,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,2,1,5,4,7,11
ANDAMARCA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,0,1,0,1
ANZALDO,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,1,1,1,4,2,6
ARAMPAMPA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,5,6,5,10,10,20
ARANI,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,3,1,4,2,7,9
ARBIETO,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,5,2,7,6,12,18
ARQUE,desnutricion aguda,desnutricion moderada (m),2007-01-01,9,11,41,11,50,22,72
ATOCHA,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,2,4,3,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,desnutricion moderada (m),2007-01-01,3,4,2,3,5,7,12
AZURDUY,desnutricion aguda,desnutricion moderada (m),2007-01-01,11,14,8,15,19,29,48
BAURES,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,2,0,3,2,5,7
BELEN DE URMIRI,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,1,1,1,2,3
BELLA FLOR,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,0,2,1,3,4
BERMEJO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,0,1,0,1
BETANZOS,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,21,17,15,30,36,66
BOLIVAR,desnutricion aguda,desnutricion moderada (m),2007-01-01,18,8,4,5,22,13,35
BOYUIBE,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,3,1,5,1,6
BUENA VISTA,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,0,0,0,1,1
CABEZAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,5,5,10,6,15,21
"CAIZA ""D""",desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,1,2,3,2,5
CAJUATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,4,1,2,2,6,8
CAMARGO,desnutricion aguda,desnutricion moderada (m),2007-01-01,7,11,4,14,11,25,36
CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,desnutricion moderada (m),2007-01-01,3,0,3,1,6,1,7
CAMIRI,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,3,5,12,11,15,26
CAPINOTA,desnutricion aguda,desnutricion moderada (m),2007-01-01,19,9,11,16,30,25,55
CARACOLLO,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,2,3,3,5,5,10
CARAPARI,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,3,4,3,4,6,10
CARIPUYO,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,7,11,11,17,18,35
CARMEN RIVERO TORREZ,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,0,0,1,1,2
CHALLAPATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,20,9,7,12,27,21,48
CHAQUI,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,0,3,2,7,2,9
CHARAGUA,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,5,0,10,6,15,21
CHAYANTA,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,8,13,12,19,20,39
CHIMORE,desnutricion aguda,desnutricion moderada (m),2007-01-01,15,13,7,4,22,17,39
CHIPAYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,2,0,1,1,3,4
COBIJA,desnutricion aguda,desnutricion moderada (m),2007-01-01,8,3,3,4,11,7,18
COCHABAMBA,desnutricion aguda,desnutricion moderada (m),2007-01-01,116,104,80,60,196,164,360
COIPASA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,0,0,1,1,2
COLCAPIRHUA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,7,0,4,4,11,15
"COLCHA ""K""",desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,1,0,2,1,3
COLOMI,desnutricion aguda,desnutricion moderada (m),2007-01-01,8,14,8,2,16,16,32
COLPA BELGICA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,0,4,3,8,3,11
COLQUECHACA,desnutricion aguda,desnutricion moderada (m),2007-01-01,17,20,8,11,25,31,56
COLQUIRI,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,0,2,2,3,5
COMARAPA,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,6,5,5,8,11,19
CONCEPCION,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,5,2,4,5,9,14
CORQUE,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,1,1,2,1,3
COTAGAITA,desnutricion aguda,desnutricion moderada (m),2007-01-01,10,14,11,7,21,21,42
CUATRO CAÑADAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,1,0,2,0,2
CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,0,1,0,1,1
CUEVO,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,3,2,2,4,5,9
CULPINA,desnutricion aguda,desnutricion moderada (m),2007-01-01,9,17,11,14,20,31,51
CURAHUARA DE CARANGAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,2,2,4,3,7
EL PUENTE(STC),desnutricion aguda,desnutricion moderada (m),2007-01-01,7,3,1,3,8,6,14
EL PUENTE(TJA),desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,3,3,5,4,9
EL TORNO,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,1,0,2,1,3
EL VILLAR,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,2,1,3,3,5,8
ENTRE RIOS,desnutricion aguda,desnutricion moderada (m),2007-01-01,9,6,7,4,16,10,26
ENTRE RIOS,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,10,8,11,9,20
EUCALIPTUS,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,1,3,3,4,7
EXALTACION,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,2,1,2,1,4,5
GENERAL SAAVEDRA,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,5,2,2,8,7,15
GUAYARAMERIN,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,13,5,10,18,23,41
GUTIERREZ,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,3,4,7,5,10,15
HUACARETA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,3,2,0,3,3,6
HUACAYA (VILLA DE HUACAYA),desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,1,1,1,2,3
HUANUNI,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,8,5,3,10,11,21
HUARACAJE,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,1,1,2,1,3
HUAYLLAMARCA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,0,1,2,2,4
ICLA,desnutricion aguda,desnutricion moderada (m),2007-01-01,17,17,29,28,46,45,91
INCAHUASI,desnutricion aguda,desnutricion moderada (m),2007-01-01,20,14,12,20,32,34,66
INQUISIVI,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,4,2,2,7,6,13
LA GUARDIA,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,12,5,10,18,22,40
LAGUNILLAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,12,2,6,6,18,24
LAS CARRERAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,2,1,2,3
LLALLAGUA,desnutricion aguda,desnutricion moderada (m),2007-01-01,16,20,15,14,31,34,65
LLICA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,1,0,2,0,2
MACHACAMARCA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,6,6,0,10,6,16
MACHARETI,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,3,3,3,4,6,10
MAGDALENA,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,6,1,1,4,7,11
MAIRANA,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,2,1,1,4,3,7
MINEROS,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,6,0,2,1,8,9
MIZQUE,desnutricion aguda,desnutricion moderada (m),2007-01-01,15,8,12,20,27,28,55
MOJOCOYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,2,0,4,4,6,10
MONTEAGUDO,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,14,7,11,20,25,45
MONTERO,desnutricion aguda,desnutricion moderada (m),2007-01-01,44,41,25,32,69,73,142
MOROCHATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,6,3,1,9,7,16
OCURI,desnutricion aguda,desnutricion moderada (m),2007-01-01,21,17,11,12,32,29,61
OKINAWA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,0,1,2,1,3
OMEREQUE,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,2,1,4,3,6,9
ORURO,desnutricion aguda,desnutricion moderada (m),2007-01-01,71,74,27,47,98,121,219
PADCAYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,3,0,3,2,6,8
PADILLA,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,5,13,13,19,18,37
PAILON,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,8,1,4,6,12,18
PAMPA AULLAGAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,2,1,2,3
PAMPA GRANDE,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,2,3,2,4,6
PASORAPA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,0,0,1,1,2
PAZÑA,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,0,0,0,1,1
POCOATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,11,9,5,10,16,19,35
POCONA,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,4,5,5,10,9,19
POJO (CBBA),desnutricion aguda,desnutricion moderada (m),2007-01-01,1,2,2,1,3,3,6
POOPO,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,1,1,1,4,2,6
PORCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,12,10,3,7,15,17,32
POROMA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,4,2,1,4,5,9
PORONGO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,0,0,0,1,1
PORTACHUELO,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,6,1,7,5,13,18
PORVENIR,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,4,1,1,1,5,6
POSTRER VALLE,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,0,1,0,1
POTOSI,desnutricion aguda,desnutricion moderada (m),2007-01-01,93,75,31,27,124,102,226
PRESTO,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,7,5,2,18,9,27
PUERTO GONZALO MORENO,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,5,5,7,6,12,18
PUERTO QUIJARRO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,2,1,0,1,2,3
PUERTO RICO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,0,3,0,3,3
PUERTO SUAREZ,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,3,0,3,2,6,8
PUERTO VILLARROEL,desnutricion aguda,desnutricion moderada (m),2007-01-01,21,25,26,20,47,45,92
PUNA,desnutricion aguda,desnutricion moderada (m),2007-01-01,20,12,12,28,32,40,72
PUNATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,12,9,5,2,17,11,28
QUILLACOLLO,desnutricion aguda,desnutricion moderada (m),2007-01-01,12,22,14,16,26,38,64
QUIME,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,2,0,0,1,2,3
QUIRUSILLAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,0,1,0,1
RAVELO,desnutricion aguda,desnutricion moderada (m),2007-01-01,23,26,20,20,43,46,89
REYES,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,6,6,2,12,8,20
RIBERALTA,desnutricion aguda,desnutricion moderada (m),2007-01-01,39,61,28,39,67,100,167
ROBORE,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,8,2,4,8,12,20
RURRENABAQUE,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,2,2,1,5,3,8
SACABA,desnutricion aguda,desnutricion moderada (m),2007-01-01,10,8,6,6,16,14,30
SACABAMBA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,3,0,0,2,3,5
SACACA,desnutricion aguda,desnutricion moderada (m),2007-01-01,19,17,29,27,48,44,92
SAIPINA,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,4,1,4,1,5
SALINAS DE GARCI MENDOZA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,2,0,3,0,3
SAMAIPATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,2,1,2,3
SAN AGUSTIN,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,0,1,0,1,1
SAN ANDRES,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,2,2,3,5,5,10
SAN ANTONIO DE ESMORUCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,1,0,1,1,2
SAN ANTONIO DE LOMERIO,desnutricion aguda,desnutricion moderada (m),2007-01-01,15,13,7,6,22,19,41
SAN BENITO,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,7,4,5,5,12,17
SAN BORJA,desnutricion aguda,desnutricion moderada (m),2007-01-01,16,13,3,5,19,18,37
SAN CARLOS,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,1,3,0,9,1,10
SAN IGNACIO,desnutricion aguda,desnutricion moderada (m),2007-01-01,18,13,5,7,23,20,43
SAN IGNACIO DE VELASCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,37,43,14,32,51,75,126
SAN JAVIER(BNI),desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,0,1,0,1
SAN JOAQUIN,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,0,2,0,3,3
SAN JOSE DE CHIQUITOS,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,9,5,1,18,10,28
SAN JUAN DE YAPACANI,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,1,0,0,3,1,4
SAN JULIAN,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,4,3,5,4,9
SAN LORENZO(PND),desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,0,0,2,0,2
SAN LORENZO(TJA),desnutricion aguda,desnutricion moderada (m),2007-01-01,4,11,9,7,13,18,31
SAN LUCAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,39,28,16,28,55,56,111
SAN MATIAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,3,0,2,0,5,5
SAN MIGUEL DE VELASCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,2,1,3,4,5,9
SAN PABLO DE LIPEZ,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,1,1,1,2
SAN PEDRO,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,4,2,3,6,7,13
SAN PEDRO(PND),desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,1,1,1,2
SAN RAFAEL,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,3,1,7,4,10,14
SANTA ANA,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,6,1,3,4,9,13
SANTA CRUZ DE LA SIERRA,desnutricion aguda,desnutricion moderada (m),2007-01-01,101,117,22,43,123,160,283
SANTA ROSA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,5,1,2,3,7,10
SANTA ROSA DEL SARA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,4,3,6,4,10
SANTIAGO DE HUARI,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,0,0,2,5,2,7
SANTIVAÑES,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,3,2,1,2,4,6
SANTUARIO DE QUILLACAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,1,1,1,2
SENA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,1,3,4,5,5,10
SICAYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,3,0,1,5,4,9
SIPE SIPE,desnutricion aguda,desnutricion moderada (m),2007-01-01,20,17,15,15,35,32,67
SOPACHUY,desnutricion aguda,desnutricion moderada (m),2007-01-01,7,12,5,15,12,27,39
SORACACHI,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,5,1,1,4,6,10
SUCRE,desnutricion aguda,desnutricion moderada (m),2007-01-01,41,25,25,28,66,53,119
TACACHI,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,1,1,1,2
TACOBAMBA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,7,1,1,3,8,11
TACOPAYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,14,13,5,5,19,18,37
TAPACARI,desnutricion aguda,desnutricion moderada (m),2007-01-01,31,29,12,19,43,48,91
TARABUCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,39,28,25,33,64,61,125
TARATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,4,1,0,5,4,9
TARIJA,desnutricion aguda,desnutricion moderada (m),2007-01-01,28,35,28,31,56,66,122
TARVITA,desnutricion aguda,desnutricion moderada (m),2007-01-01,19,16,27,27,46,43,89
TINGUIPAYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,17,12,8,13,25,25,50
TIQUIPAYA,desnutricion aguda,desnutricion moderada (m),2007-01-01,7,5,7,8,14,13,27
TIRAQUE (CBBA),desnutricion aguda,desnutricion moderada (m),2007-01-01,26,15,11,20,37,35,72
TOCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,1,2,3,3,4,7
TOLATA,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,0,1,0,1,0,1
TOLEDO,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,3,0,0,4,3,7
TOMAVE,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,2,5,1,11,3,14
TOMINA,desnutricion aguda,desnutricion moderada (m),2007-01-01,20,6,10,14,30,20,50
TORO TORO,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,0,1,0,7,0,7
TOTORA(CBBA),desnutricion aguda,desnutricion moderada (m),2007-01-01,6,2,4,1,10,3,13
TOTORA(ORR),desnutricion aguda,desnutricion moderada (m),2007-01-01,1,2,1,0,2,2,4
TRIGAL,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,0,0,2,0,2
TRINIDAD,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,20,18,8,31,28,59
TUPIZA,desnutricion aguda,desnutricion moderada (m),2007-01-01,18,9,10,18,28,27,55
TURCO,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,0,0,1,0,1
UNCIA,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,1,1,3,5,4,9
URIONDO (A. CONCEPCION),desnutricion aguda,desnutricion moderada (m),2007-01-01,0,2,6,8,6,10,16
UYUNI,desnutricion aguda,desnutricion moderada (m),2007-01-01,3,1,1,2,4,3,7
VACAS,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,6,1,0,5,6,11
VALLEGRANDE,desnutricion aguda,desnutricion moderada (m),2007-01-01,5,4,2,3,7,7,14
VILA VILA,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,0,0,0,1,1
VILLA MONTES,desnutricion aguda,desnutricion moderada (m),2007-01-01,9,6,3,2,12,8,20
VILLA NUEVA (LOMA ALTA),desnutricion aguda,desnutricion moderada (m),2007-01-01,0,2,3,0,3,2,5
VILLA RIVERO,desnutricion aguda,desnutricion moderada (m),2007-01-01,4,3,3,3,7,6,13
VILLA SERRANO,desnutricion aguda,desnutricion moderada (m),2007-01-01,9,6,12,10,21,16,37
VILLA TUNARI,desnutricion aguda,desnutricion moderada (m),2007-01-01,32,27,13,22,45,49,94
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion aguda,desnutricion moderada (m),2007-01-01,5,3,0,6,5,9,14
VILLAZON,desnutricion aguda,desnutricion moderada (m),2007-01-01,17,16,8,10,25,26,51
VINTO,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,1,0,0,0,1,1
VITICHI,desnutricion aguda,desnutricion moderada (m),2007-01-01,6,7,5,6,11,13,24
WARNES,desnutricion aguda,desnutricion moderada (m),2007-01-01,11,8,3,10,14,18,32
YACUIBA,desnutricion aguda,desnutricion moderada (m),2007-01-01,11,11,8,13,19,24,43
YAMPARAEZ,desnutricion aguda,desnutricion moderada (m),2007-01-01,9,11,8,13,17,24,41
YAPACANI,desnutricion aguda,desnutricion moderada (m),2007-01-01,13,16,4,9,17,25,42
YOCALLA,desnutricion aguda,desnutricion moderada (m),2007-01-01,1,0,1,0,2,0,2
YOTALA,desnutricion aguda,desnutricion moderada (m),2007-01-01,2,0,1,3,3,3,6
YUNCHARA,desnutricion aguda,desnutricion moderada (m),2007-01-01,0,3,1,7,1,10,11
ZUDAÑEZ,desnutricion aguda,desnutricion moderada (m),2007-01-01,8,7,9,12,17,19,36
ACACIO,desnutricion aguda,desnutricion moderada (m),2007-02-01,10,3,7,6,17,9,26
AIQUILE,desnutricion aguda,desnutricion moderada (m),2007-02-01,7,6,5,7,12,13,25
ALALAY,desnutricion aguda,desnutricion moderada (m),2007-02-01,6,1,0,4,6,5,11
ALCALA,desnutricion aguda,desnutricion moderada (m),2007-02-01,1,3,2,8,3,11,14
ANDAMARCA,desnutricion aguda,desnutricion moderada (m),2007-02-01,2,0,1,0,3,0,3
ANZALDO,desnutricion aguda,desnutricion moderada (m),2007-02-01,10,8,2,1,12,9,21
ARAMPAMPA,desnutricion aguda,desnutricion moderada (m),2007-02-01,10,9,5,6,15,15,30
ARANI,desnutricion aguda,desnutricion moderada (m),2007-02-01,2,3,0,1,2,4,6
ARBIETO,desnutricion aguda,desnutricion moderada (m),2007-02-01,3,3,1,5,4,8,12
ARQUE,desnutricion aguda,desnutricion moderada (m),2007-02-01,3,12,3,5,6,17,23
ASCENCION DE GUARAYOS,desnutricion aguda,desnutricion moderada (m),2007-02-01,32,32,28,32,60,64,124
ATOCHA,desnutricion aguda,desnutricion moderada (m),2007-02-01,0,2,3,1,3,3,6
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,desnutricion moderada (m),2007-02-01,16,4,4,4,20,8,28
AZURDUY,desnutricion aguda,desnutricion moderada (m),2007-02-01,7,27,21,22,28,49,77
BAURES,desnutricion aguda,desnutricion moderada (m),2007-02-01,0,0,1,0,1,0,1
BELEN DE ANDAMARCA,desnutricion aguda,desnutricion moderada (m),2007-02-01,1,0,1,0,2,0,2
BELEN DE URMIRI,desnutricion aguda,desnutricion moderada (m),2007-02-01,0,0,0,2,0,2,2
BERMEJO,desnutricion aguda,desnutricion moderada (m),2007-02-01,1,1,2,0,3,1,4
BETANZOS,desnutricion aguda,desnutricion moderada (m),2007-02-01,11,11,9,11,20,22,42
BOLIVAR,desnutricion aguda,desnutricion moderada (m),2007-02-01,15,6,2,4,17,10,27
BOYUIBE,desnutricion aguda,desnutricion moderada (m),2007-02-01,2,1,1,0,3,1,4
BUENA VISTA,desnutricion aguda,desnutricion moderada (m),2007-02-01,2,0,1,0,3,0,3
CABEZAS,desnutricion aguda,desnutricion moderada (m),2007-02-01,1,3,4,2,5,5,10
"CAIZA ""D""",desnutricion aguda,desnutricion moderada (m),2007-02-01,1,0,1,5,2,5,7
CAJUATA,desnutricion aguda,desnutricion moderada (m),2007-02-01,3,1,0,1,3,2,5
CAMARGO,desnutricion aguda,desnutricion moderada (m),2007-02-01,9,8,8,7,17,15,32
CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,desnutricion moderada (m),2007-02-01,2,0,1,1,3,1,4
CAMIRI,desnutricion aguda,desnutricion moderada (m),2007-02-01,6,20,3,13,9,33,42
CAPINOTA,desnutricion aguda,desnutricion moderada (m),2007-02-01,8,11,6,4,14,15,29
CARACOLLO,desnutricion aguda,desnutricion moderada (m),2007-02-01,3,2,0,2,3,4,7
CARAPARI,desnutricion aguda,desnutricion moderada (m),2007-02-01,2,1,3,4,5,5,10
CARIPUYO,desnutricion aguda,desnutricion moderada (m),2007-02-01,8,4,5,11,13,15,28
CARMEN RIVERO TORREZ,desnutricion aguda,desnutricion moderada (m),2007-02-01,1,1,0,0,1,1,2
CHALLAPATA,desnutricion aguda,desnutricion moderada (m),2007-02-01,14,7,7,7,21,14,35
CHAQUI,desnutricion aguda,desnutricion moderada (m),2007-02-01,2,1,1,1,3,2,5
CHARAGUA,desnutricion aguda,desnutricion moderada (m),2007-02-01,9,8,4,2,13,10,23
CHAYANTA,desnutricion aguda,desnutricion moderada (m),2007-02-01,21,22,15,22,36,44,80
CHIMORE,desnutricion aguda,desnutricion moderada (m),2007-02-01,16,7,6,6,22,13,35
CHIPAYA,desnutricion aguda,desnutricion moderada (m),2007-02-01,0,1,0,0,0,1,1
COBIJA,desnutricion aguda,desnutricion moderada (m),2007-02-01,8,6,2,4,10,10,20
COCHABAMBA,desnutricion aguda,desnutricion moderada (m),2007-02-01,83,67,44,50,127,117,244
COIPASA,desnutricion aguda,desnutricion moderada (m),2007-02-01,1,1,0,0,1,1,2
COLCAPIRHUA,desnutricion aguda,desnutricion moderada (m),2007-02-01,3,2,2,4,5,6,11
"COLCHA ""K""",desnutricion aguda,desnutricion moderada (m),2007-02-01,0,1,1,0,1,1,2
COLOMI,desnutricion aguda,desnutricion moderada (m),2007-02-01,10,3,4,2,14,5,19
COLPA BELGICA,desnutricion aguda,desnutricion moderada (m),2007-02-01,3,1,2,0,5,1,6
COLQUECHACA,desnutricion aguda,desnutricion moderada (m),2007-02-01,10,21,9,6,19,27,46
