municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
OCURI,desnutricion aguda,desnutricion moderada (m),2007-03-01,30,12,14,16,44,28,72
OKINAWA,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,2,0,3,1,5,6
OMEREQUE,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,3,1,1,2,4,6
ORURO,desnutricion aguda,desnutricion moderada (m),2007-03-01,74,34,20,23,94,57,151
PADCAYA,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,1,4,0,6,1,7
PADILLA,desnutricion aguda,desnutricion moderada (m),2007-03-01,13,8,10,9,23,17,40
PAILON,desnutricion aguda,desnutricion moderada (m),2007-03-01,5,4,1,3,6,7,13
PAMPA AULLAGAS,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,3,0,0,0,3,3
PAMPA GRANDE,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,3,1,4,3,7,10
PASORAPA,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,1,1,1,2,2,4
PAZÑA,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,4,0,0,0,4,4
POCOATA,desnutricion aguda,desnutricion moderada (m),2007-03-01,24,22,14,24,38,46,84
POCONA,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,4,5,5,8,9,17
POJO (CBBA),desnutricion aguda,desnutricion moderada (m),2007-03-01,9,6,1,3,10,9,19
POOPO,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,3,0,2,1,5,6
PORCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,7,0,2,6,9,15
POROMA,desnutricion aguda,desnutricion moderada (m),2007-03-01,23,27,12,8,35,35,70
PORTACHUELO,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,5,1,3,7,8,15
PORVENIR,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,1,4,3,4,4,8
POSTRER VALLE,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,0,0,0,2,0,2
POTOSI,desnutricion aguda,desnutricion moderada (m),2007-03-01,81,66,44,31,125,97,222
PRESTO,desnutricion aguda,desnutricion moderada (m),2007-03-01,24,9,9,6,33,15,48
PUCARA,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,desnutricion aguda,desnutricion moderada (m),2007-03-01,9,4,3,3,12,7,19
PUERTO QUIJARRO,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,0,1,2,2,2,4
PUERTO RICO,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,5,3,4,4,9,13
PUERTO SILES,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,0,0,1,0,1,1
PUERTO SUAREZ,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,desnutricion aguda,desnutricion moderada (m),2007-03-01,31,45,16,21,47,66,113
PUNA,desnutricion aguda,desnutricion moderada (m),2007-03-01,29,27,20,34,49,61,110
PUNATA,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,5,2,5,8,10,18
QUILLACOLLO,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,10,4,11,10,21,31
QUIME,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,2,1,0,1,2,3
QUIRUSILLAS,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,0,1,1,4,1,5
RAVELO,desnutricion aguda,desnutricion moderada (m),2007-03-01,36,30,30,33,66,63,129
REYES,desnutricion aguda,desnutricion moderada (m),2007-03-01,8,2,1,3,9,5,14
RIBERALTA,desnutricion aguda,desnutricion moderada (m),2007-03-01,47,84,27,29,74,113,187
ROBORE,desnutricion aguda,desnutricion moderada (m),2007-03-01,5,6,0,5,5,11,16
RURRENABAQUE,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,4,0,2,0,6,6
SABAYA,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,0,1,0,1,0,1
SACABA,desnutricion aguda,desnutricion moderada (m),2007-03-01,16,25,9,20,25,45,70
SACABAMBA,desnutricion aguda,desnutricion moderada (m),2007-03-01,4,2,2,3,6,5,11
SACACA,desnutricion aguda,desnutricion moderada (m),2007-03-01,30,27,36,31,66,58,124
SAIPINA,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,1,2,1,5,2,7
SALINAS DE GARCI MENDOZA,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,2,1,5,3,7,10
SAMAIPATA,desnutricion aguda,desnutricion moderada (m),2007-03-01,4,0,3,2,7,2,9
SAN AGUSTIN,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,1,1,0,1,1,2
SAN ANDRES,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,1,2,2,3,3,6
SAN ANTONIO DE ESMORUCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,desnutricion aguda,desnutricion moderada (m),2007-03-01,12,11,8,10,20,21,41
SAN BENITO,desnutricion aguda,desnutricion moderada (m),2007-03-01,5,4,7,1,12,5,17
SAN BORJA,desnutricion aguda,desnutricion moderada (m),2007-03-01,10,14,3,4,13,18,31
SAN CARLOS,desnutricion aguda,desnutricion moderada (m),2007-03-01,10,6,1,2,11,8,19
SAN IGNACIO,desnutricion aguda,desnutricion moderada (m),2007-03-01,16,12,2,7,18,19,37
SAN IGNACIO DE VELASCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,23,40,31,47,54,87,141
SAN JOAQUIN,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,desnutricion aguda,desnutricion moderada (m),2007-03-01,4,8,2,4,6,12,18
SAN JUAN DE YAPACANI,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,4,1,0,2,4,6
SAN JULIAN,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,7,6,7,12,14,26
SAN LORENZO(PND),desnutricion aguda,desnutricion moderada (m),2007-03-01,3,6,1,4,4,10,14
SAN LORENZO(TJA),desnutricion aguda,desnutricion moderada (m),2007-03-01,10,11,10,18,20,29,49
SAN LUCAS,desnutricion aguda,desnutricion moderada (m),2007-03-01,61,47,35,63,96,110,206
SAN MATIAS,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,1,0,1,0,2,2
SAN MIGUEL DE VELASCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,4,3,1,1,5,4,9
SAN PABLO DE LIPEZ,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,1,0,0,0,1,1
SAN PEDRO,desnutricion aguda,desnutricion moderada (m),2007-03-01,7,2,1,1,8,3,11
SAN RAFAEL,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,1,1,3,2,4,6
SAN RAMON,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,2,0,1,1,3,4
SANTA ANA,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,1,0,4,2,5,7
SANTA CRUZ DE LA SIERRA,desnutricion aguda,desnutricion moderada (m),2007-03-01,125,141,35,53,160,194,354
SANTA ROSA,desnutricion aguda,desnutricion moderada (m),2007-03-01,4,4,0,1,4,5,9
SANTA ROSA DEL SARA,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,2,0,4,1,6,7
SANTIAGO DE HUARI,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,2,4,3,7,5,12
SANTIVAÑES,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,2,3,1,4,3,7
SANTUARIO DE QUILLACAS,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,2,0,0,0,2,2
SENA,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,2,5,0,5,2,7
SICAYA,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,6,2,1,5,7,12
SIPE SIPE,desnutricion aguda,desnutricion moderada (m),2007-03-01,15,12,9,11,24,23,47
SOPACHUY,desnutricion aguda,desnutricion moderada (m),2007-03-01,14,18,8,25,22,43,65
SORACACHI,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,2,4,2,5,4,9
SUCRE,desnutricion aguda,desnutricion moderada (m),2007-03-01,64,57,43,53,107,110,217
TACACHI,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,0,1,0,2,0,2
TACOBAMBA,desnutricion aguda,desnutricion moderada (m),2007-03-01,11,7,1,1,12,8,20
TACOPAYA,desnutricion aguda,desnutricion moderada (m),2007-03-01,9,11,5,7,14,18,32
TAPACARI,desnutricion aguda,desnutricion moderada (m),2007-03-01,28,41,20,20,48,61,109
TARABUCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,66,60,31,51,97,111,208
TARATA,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,2,1,1,3,3,6
TARIJA,desnutricion aguda,desnutricion moderada (m),2007-03-01,38,30,44,34,82,64,146
TARVITA,desnutricion aguda,desnutricion moderada (m),2007-03-01,18,33,20,31,38,64,102
TINGUIPAYA,desnutricion aguda,desnutricion moderada (m),2007-03-01,28,26,20,15,48,41,89
TIQUIPAYA,desnutricion aguda,desnutricion moderada (m),2007-03-01,12,10,3,4,15,14,29
TIRAQUE (CBBA),desnutricion aguda,desnutricion moderada (m),2007-03-01,38,35,23,37,61,72,133
TOCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,0,1,0,3,0,3
TOLATA,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,2,0,1,0,3,3
TOLEDO,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,0,0,0,2,0,2
TOMAVE,desnutricion aguda,desnutricion moderada (m),2007-03-01,8,5,3,2,11,7,18
TOMINA,desnutricion aguda,desnutricion moderada (m),2007-03-01,29,22,16,20,45,42,87
TORO TORO,desnutricion aguda,desnutricion moderada (m),2007-03-01,13,12,10,8,23,20,43
TOTORA(CBBA),desnutricion aguda,desnutricion moderada (m),2007-03-01,7,3,2,4,9,7,16
TOTORA(ORR),desnutricion aguda,desnutricion moderada (m),2007-03-01,1,0,2,0,3,0,3
TRIGAL,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,0,0,1,0,1,1
TRINIDAD,desnutricion aguda,desnutricion moderada (m),2007-03-01,22,14,7,6,29,20,49
TUPIZA,desnutricion aguda,desnutricion moderada (m),2007-03-01,14,19,16,14,30,33,63
TURCO,desnutricion aguda,desnutricion moderada (m),2007-03-01,1,0,1,1,2,1,3
UNCIA,desnutricion aguda,desnutricion moderada (m),2007-03-01,14,7,4,9,18,16,34
URIONDO (A. CONCEPCION),desnutricion aguda,desnutricion moderada (m),2007-03-01,3,1,3,7,6,8,14
UYUNI,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,3,3,4,9,7,16
VACAS,desnutricion aguda,desnutricion moderada (m),2007-03-01,8,5,0,3,8,8,16
VALLEGRANDE,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,1,1,1,4,2,6
VILA VILA,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,2,2,0,5,2,7
VILLA MONTES,desnutricion aguda,desnutricion moderada (m),2007-03-01,3,14,3,1,6,15,21
VILLA NUEVA (LOMA ALTA),desnutricion aguda,desnutricion moderada (m),2007-03-01,0,0,0,1,0,1,1
VILLA RIVERO,desnutricion aguda,desnutricion moderada (m),2007-03-01,0,1,2,1,2,2,4
VILLA SERRANO,desnutricion aguda,desnutricion moderada (m),2007-03-01,5,14,9,13,14,27,41
VILLA TUNARI,desnutricion aguda,desnutricion moderada (m),2007-03-01,33,26,25,35,58,61,119
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion aguda,desnutricion moderada (m),2007-03-01,4,2,1,4,5,6,11
VILLAZON,desnutricion aguda,desnutricion moderada (m),2007-03-01,19,14,11,11,30,25,55
VINTO,desnutricion aguda,desnutricion moderada (m),2007-03-01,4,4,0,0,4,4,8
VITICHI,desnutricion aguda,desnutricion moderada (m),2007-03-01,19,16,8,8,27,24,51
WARNES,desnutricion aguda,desnutricion moderada (m),2007-03-01,5,9,3,6,8,15,23
YACUIBA,desnutricion aguda,desnutricion moderada (m),2007-03-01,5,14,4,11,9,25,34
YAMPARAEZ,desnutricion aguda,desnutricion moderada (m),2007-03-01,19,12,14,23,33,35,68
YAPACANI,desnutricion aguda,desnutricion moderada (m),2007-03-01,25,16,4,5,29,21,50
YOCALLA,desnutricion aguda,desnutricion moderada (m),2007-03-01,2,1,1,1,3,2,5
YOTALA,desnutricion aguda,desnutricion moderada (m),2007-03-01,7,7,3,7,10,14,24
YUNCHARA,desnutricion aguda,desnutricion moderada (m),2007-03-01,6,3,7,5,13,8,21
ZUDAÑEZ,desnutricion aguda,desnutricion moderada (m),2007-03-01,13,7,8,14,21,21,42
ACACIO,desnutricion aguda,desnutricion moderada (m),2007-04-01,15,7,9,8,24,15,39
AIQUILE,desnutricion aguda,desnutricion moderada (m),2007-04-01,6,6,4,5,10,11,21
ALALAY,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,5,3,4,4,9,13
ALCALA,desnutricion aguda,desnutricion moderada (m),2007-04-01,7,5,7,4,14,9,23
ANDAMARCA,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,0,1,1,3,1,4
ANTEQUERA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,4,5,4,6,10
ANZALDO,desnutricion aguda,desnutricion moderada (m),2007-04-01,5,10,1,8,6,18,24
ARAMPAMPA,desnutricion aguda,desnutricion moderada (m),2007-04-01,11,5,6,7,17,12,29
ARBIETO,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,0,6,1,10,1,11
ARQUE,desnutricion aguda,desnutricion moderada (m),2007-04-01,6,5,12,12,18,17,35
ASCENCION DE GUARAYOS,desnutricion aguda,desnutricion moderada (m),2007-04-01,23,24,19,23,42,47,89
ATOCHA,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,4,2,1,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,desnutricion moderada (m),2007-04-01,14,22,4,7,18,29,47
AZURDUY,desnutricion aguda,desnutricion moderada (m),2007-04-01,16,28,12,23,28,51,79
BAURES,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,3,0,1,0,4,4
BELEN DE ANDAMARCA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,3,0,0,0,3,3
BELEN DE URMIRI,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,2,0,1,2,3,5
BELLA FLOR,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,2,1,0,2,2,4
BERMEJO,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,1,1,1,1,2
BETANZOS,desnutricion aguda,desnutricion moderada (m),2007-04-01,19,23,15,22,34,45,79
BOLIVAR,desnutricion aguda,desnutricion moderada (m),2007-04-01,13,4,2,2,15,6,21
BOYUIBE,desnutricion aguda,desnutricion moderada (m),2007-04-01,3,0,0,0,3,0,3
BUENA VISTA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,1,1,1,1,2
CABEZAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,5,10,7,2,12,12,24
"CAIZA ""D""",desnutricion aguda,desnutricion moderada (m),2007-04-01,4,3,1,2,5,5,10
CAJUATA,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,4,0,2,4,6,10
CAMARGO,desnutricion aguda,desnutricion moderada (m),2007-04-01,17,17,9,19,26,36,62
CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,2,3,2,3,5
CAMIRI,desnutricion aguda,desnutricion moderada (m),2007-04-01,11,10,4,7,15,17,32
CAPINOTA,desnutricion aguda,desnutricion moderada (m),2007-04-01,23,18,8,10,31,28,59
CARACOLLO,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,1,0,2,1,3
CARANGAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,0,0,0,2,2
CARAPARI,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,2,2,1,4,3,7
CARIPUYO,desnutricion aguda,desnutricion moderada (m),2007-04-01,9,5,7,13,16,18,34
CARMEN RIVERO TORREZ,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,0,3,0,3,3
CHALLAPATA,desnutricion aguda,desnutricion moderada (m),2007-04-01,12,9,10,3,22,12,34
CHAQUI,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,2,5,3,9,5,14
CHARAGUA,desnutricion aguda,desnutricion moderada (m),2007-04-01,9,12,2,4,11,16,27
CHAYANTA,desnutricion aguda,desnutricion moderada (m),2007-04-01,9,11,12,10,21,21,42
CHIMORE,desnutricion aguda,desnutricion moderada (m),2007-04-01,7,3,5,4,12,7,19
CHIPAYA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,1,0,1,1,2
CHOQUE COTA,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,0,0,1,0,1
COBIJA,desnutricion aguda,desnutricion moderada (m),2007-04-01,16,4,8,12,24,16,40
COCHABAMBA,desnutricion aguda,desnutricion moderada (m),2007-04-01,75,69,33,36,108,105,213
COLCAPIRHUA,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,5,2,3,6,8,14
"COLCHA ""K""",desnutricion aguda,desnutricion moderada (m),2007-04-01,2,3,0,2,2,5,7
COLOMI,desnutricion aguda,desnutricion moderada (m),2007-04-01,13,5,6,4,19,9,28
COLPA BELGICA,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,2,1,1,2,3,5
COLQUECHACA,desnutricion aguda,desnutricion moderada (m),2007-04-01,30,26,12,26,42,52,94
COLQUIRI,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,2,0,3,1,4
COMARAPA,desnutricion aguda,desnutricion moderada (m),2007-04-01,5,1,4,5,9,6,15
CONCEPCION,desnutricion aguda,desnutricion moderada (m),2007-04-01,6,8,5,1,11,9,20
CORQUE,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,1,2,1,2,3
COTAGAITA,desnutricion aguda,desnutricion moderada (m),2007-04-01,21,25,23,25,44,50,94
COTOCA,desnutricion aguda,desnutricion moderada (m),2007-04-01,9,15,1,7,10,22,32
CUATRO CAÑADAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,3,2,1,4,4,8
CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,0,1,1,1,2
CUEVO,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,0,2,1,4,1,5
CULPINA,desnutricion aguda,desnutricion moderada (m),2007-04-01,24,20,9,15,33,35,68
CURAHUARA DE CARANGAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,1,0,1,2,3
EL CHORO,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,0,1,0,1,1
EL PUENTE(STC),desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,2,1,2,3,5
EL PUENTE(TJA),desnutricion aguda,desnutricion moderada (m),2007-04-01,3,2,2,1,5,3,8
EL TORNO,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,2,3,2,5,4,9
EL VILLAR,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,4,3,7,5,11,16
ENTRE RIOS,desnutricion aguda,desnutricion moderada (m),2007-04-01,14,11,8,4,22,15,37
ENTRE RIOS,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,1,4,6,6,7,13
EXALTACION,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,0,1,1,2,3
GENERAL SAAVEDRA,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,3,2,2,6,5,11
GUAYARAMERIN,desnutricion aguda,desnutricion moderada (m),2007-04-01,12,11,5,9,17,20,37
GUTIERREZ,desnutricion aguda,desnutricion moderada (m),2007-04-01,11,8,9,9,20,17,37
HUACARETA,desnutricion aguda,desnutricion moderada (m),2007-04-01,5,5,1,5,6,10,16
HUACHACALLA,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,0,0,1,2,1,3
HUANUNI,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,0,0,1,0,1
HUARACAJE,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,0,1,0,2,2
ICLA,desnutricion aguda,desnutricion moderada (m),2007-04-01,17,15,16,19,33,34,67
INCAHUASI,desnutricion aguda,desnutricion moderada (m),2007-04-01,34,37,25,34,59,71,130
INGAVI (HUMAITA),desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,1,1,1,1,2
INQUISIVI,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,2,5,0,9,2,11
LA GUARDIA,desnutricion aguda,desnutricion moderada (m),2007-04-01,5,3,2,1,7,4,11
LAGUNILLAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,2,2,2,3,4,7
LAS CARRERAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,1,3,1,5,6
LLALLAGUA,desnutricion aguda,desnutricion moderada (m),2007-04-01,14,21,15,19,29,40,69
LLICA,desnutricion aguda,desnutricion moderada (m),2007-04-01,3,0,1,0,4,0,4
LORETO,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,0,0,1,0,1
MACHARETI,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,2,3,3,4,7
MAGDALENA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,0,2,0,3,3
MAIRANA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,1,0,1,1,2
MINEROS,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,7,2,3,3,10,13
MIZQUE,desnutricion aguda,desnutricion moderada (m),2007-04-01,10,34,9,7,19,41,60
MOJOCOYA,desnutricion aguda,desnutricion moderada (m),2007-04-01,6,2,2,4,8,6,14
MONTEAGUDO,desnutricion aguda,desnutricion moderada (m),2007-04-01,8,7,9,3,17,10,27
MONTERO,desnutricion aguda,desnutricion moderada (m),2007-04-01,26,23,11,26,37,49,86
MORO MORO,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,1,1,1,3,2,5
MOROCHATA,desnutricion aguda,desnutricion moderada (m),2007-04-01,9,3,5,10,14,13,27
NACEBE (SANTA ROSA DEL ABUNA),desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,1,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,0,0,1,1,2
OCURI,desnutricion aguda,desnutricion moderada (m),2007-04-01,13,5,8,7,21,12,33
OKINAWA,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,1,2,3,4,4,8
OMEREQUE,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,0,0,0,2,2
ORURO,desnutricion aguda,desnutricion moderada (m),2007-04-01,23,17,6,17,29,34,63
PADCAYA,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,5,1,1,5,6,11
PADILLA,desnutricion aguda,desnutricion moderada (m),2007-04-01,12,2,4,15,16,17,33
PAILON,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,4,3,2,7,6,13
PAMPA AULLAGAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,0,2,0,4,0,4
PAMPA GRANDE,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,0,0,0,2,2
PASORAPA,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,1,1,2,3,3,6
PAZÑA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,0,0,0,1,1
POCOATA,desnutricion aguda,desnutricion moderada (m),2007-04-01,14,25,9,7,23,32,55
POCONA,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,4,5,6,9,10,19
POJO (CBBA),desnutricion aguda,desnutricion moderada (m),2007-04-01,2,2,2,1,4,3,7
POOPO,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,0,3,1,3,1,4
PORCO,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,8,3,8,7,16,23
POROMA,desnutricion aguda,desnutricion moderada (m),2007-04-01,21,27,18,19,39,46,85
PORTACHUELO,desnutricion aguda,desnutricion moderada (m),2007-04-01,3,1,1,2,4,3,7
PORVENIR,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,0,0,0,1,1
POSTRER VALLE,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,0,1,1,2,3
POTOSI,desnutricion aguda,desnutricion moderada (m),2007-04-01,68,60,29,30,97,90,187
PRESTO,desnutricion aguda,desnutricion moderada (m),2007-04-01,15,14,5,7,20,21,41
PUERTO GONZALO MORENO,desnutricion aguda,desnutricion moderada (m),2007-04-01,7,1,0,0,7,1,8
PUERTO QUIJARRO,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,2,1,0,1,2,3
PUERTO RICO,desnutricion aguda,desnutricion moderada (m),2007-04-01,3,1,0,0,3,1,4
PUERTO SILES,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,1,0,0,0,1,1
PUERTO SUAREZ,desnutricion aguda,desnutricion moderada (m),2007-04-01,3,1,0,0,3,1,4
PUERTO VILLARROEL,desnutricion aguda,desnutricion moderada (m),2007-04-01,30,35,16,10,46,45,91
PUNA,desnutricion aguda,desnutricion moderada (m),2007-04-01,16,9,15,12,31,21,52
PUNATA,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,7,3,1,7,8,15
QUILLACOLLO,desnutricion aguda,desnutricion moderada (m),2007-04-01,13,12,7,8,20,20,40
QUIME,desnutricion aguda,desnutricion moderada (m),2007-04-01,2,1,1,0,3,1,4
QUIRUSILLAS,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,0,1,1,1,2
RAVELO,desnutricion aguda,desnutricion moderada (m),2007-04-01,23,20,22,41,45,61,106
REYES,desnutricion aguda,desnutricion moderada (m),2007-04-01,5,2,1,2,6,4,10
RIBERALTA,desnutricion aguda,desnutricion moderada (m),2007-04-01,47,72,18,24,65,96,161
ROBORE,desnutricion aguda,desnutricion moderada (m),2007-04-01,4,2,1,0,5,2,7
RURRENABAQUE,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,1,1,0,2,1,3
SABAYA,desnutricion aguda,desnutricion moderada (m),2007-04-01,0,3,0,1,0,4,4
SACABA,desnutricion aguda,desnutricion moderada (m),2007-04-01,23,26,5,11,28,37,65
SACABAMBA,desnutricion aguda,desnutricion moderada (m),2007-04-01,1,0,2,0,3,0,3
