municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,2,0,0,0,2,0,2
BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,1,0,0,0,1,0,1
CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,17,23,18,7,35,30,65
CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,1,4,2,3,3,7,10
COLQUIRI,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,15,15,7,2,22,17,39
CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,2,1,3,7,5,8,13
CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,3,1,5,1,8,2,10
EUCALIPTUS,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,4,2,5,1,9,3,12
ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,0,2,0,1,0,3,3
INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,12,2,15,14,27,16,43
LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,9,11,3,4,12,15,27
LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,5,2,1,0,6,2,8
MOROCHATA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,9,0,0,0,9,0,9
ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,41,37,13,19,54,56,110
POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,3,3,7,3,10,6,16
REYES,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,2,4,4,2,6,6,12
RURRENABAQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,0,0,0,1,0,1,1
SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,2,3,1,0,3,3,6
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,4,1,9,5,13,6,19
SAN ANDRES,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,3,10,4,2,7,12,19
SAN JAVIER(BNI),desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,0,0,1,1,1,1,2
SAN LORENZO(TJA),desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,13,11,3,3,16,14,30
SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,1,1,2,1,3,2,5
SUCRE,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,1,0,0,1,1,1,2
TARATA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,1,0,0,0,1,0,1
TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,11,20,31,25,42,45,87
TOLATA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,0,0,1,0,1,0,1
TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,2,0,0,0,2,0,2
TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,4,6,10,3,14,9,23
TRINIDAD,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,8,9,2,3,10,12,22
TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,10,7,3,2,13,9,22
VILLA TUNARI,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,1,0,0,0,1,0,1
YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-01-01,6,3,3,5,9,8,17
ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,4,2,3,0,7,2,9
ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,4,1,2,1,6,2,8
ASCENCION DE GUARAYOS,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,5,4,1,2,6,6,12
BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,0,1,0,1
CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,11,16,10,8,21,24,45
CHIPAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,0,0,1,0,1,1
CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,1,0,2,0,2
COIPASA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,0,1,0,1
COLQUECHACA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,0,0,2,0,2,2
COLQUIRI,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,14,9,4,1,18,10,28
CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,1,4,3,5,4,9
CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,2,0,1,0,3,3
EL CHORO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,2,1,2,3
EUCALIPTUS,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,1,0,0,0,1,1
HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,2,0,1,0,3,3
ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,3,4,0,2,3,6,9
INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,13,1,8,6,21,7,28
LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,2,1,0,2,2,4
MACHACAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,3,0,4,2,7,2,9
ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,45,26,15,17,60,43,103
POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,2,2,4,3,6,9
PUERTO GONZALO MORENO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,2,0,0,0,2,0,2
SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,2,1,1,2,3,5
SACABAMBA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,1,0,0,1,1,2
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,2,2,3,2,5,7
SAN JAVIER(BNI),desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,15,3,1,2,16,5,21
SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,2,1,2,2,4,6
SUCRE,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,0,1,0,1,0,1
TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,18,30,44,40,62,70,132
TOLATA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,0,1,0,0,0,1,1
TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,1,0,0,0,1,0,1
TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,7,2,4,2,11,4,15
TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,2,1,2,3,4,4,8
TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,2,10,5,0,7,10,17
YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-02-01,3,10,3,12,6,22,28
ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,10,8,13,15,23,23,46
ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,2,5,2,7,4,11
ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,0,1,1,2,1,3
BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,0,0,0,1,0,1
BERMEJO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,0,0,2,1,2,3
BUENA VISTA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,1,0,1,1,2,3
CAMIRI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,5,0,5,0,5
CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,20,32,20,23,40,55,95
CHIPAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,0,2,0,2,2
CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,7,7,9,8,16,15,31
COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,0,1,0,3,0,3
CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,3,2,6,2,9,4,13
EL PUENTE(TJA),desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,1,0,1,0,1
ESMERALDA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,0,1,0,1,1
HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,2,1,4,1,6,7
ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,0,0,0,2,0,2
INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,13,15,26,16,39,31,70
LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,8,10,7,7,15,17,32
LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,3,1,0,3,3,6
ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,55,41,34,28,89,69,158
POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,6,5,1,2,7,7,14
POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,1,4,1,5,6
PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,10,8,2,6,12,14,26
QUILLACOLLO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,0,0,0,1,1
SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,0,2,5,4,5,9
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,19,11,14,4,33,15,48
SAN BENITO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,2,3,2,0,4,3,7
SAN IGNACIO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,0,1,0,1,1
SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,4,1,1,3,5,4,9
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,53,37,30,16,83,53,136
SANTA ROSA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,4,7,0,1,4,8,12
SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,6,7,12,10,18,17,35
SUCRE,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,2,0,1,1,3,4
TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,27,23,32,24,59,47,106
TOCO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,3,1,3,1,4
TOLATA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,0,1,0,2,2
TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,1,1,1,1,2,2,4
TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,9,10,16,15,25,25,50
TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,0,2,1,2,1,3
TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,10,2,17,11,27,13,40
VILLA RIVERO,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,1,2,1,2,2,4
YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-03-01,0,8,5,9,5,17,22
ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,8,3,9,8,17,11,28
ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,3,5,0,0,3,5,8
ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,2,0,2,0,2
BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,2,0,0,0,2,2
CAJUATA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,2,1,2,1,3
CAPINOTA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,0,1,0,1,1
CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,25,29,16,24,41,53,94
CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,0,0,1,0,1
CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,3,10,6,7,9,17,26
COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,3,12,1,1,4,13,17
CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,1,0,2,0,2
EL TORNO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,5,1,6,10,11,11,22
ESMERALDA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,1,0,1,0,2,2
HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,0,3,0,3,3
ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,2,2,0,0,2,2,4
INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,12,7,14,12,26,19,45
LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,17,20,13,10,30,30,60
LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,1,0,0,1,1,2
ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,61,41,33,43,94,84,178
POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,4,8,0,0,4,8,12
POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,6,5,2,1,8,6,14
PORCO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,3,2,3,3,6,9
PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,8,4,5,4,13,8,21
RURRENABAQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,1,0,2,0,2
SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,3,0,2,1,5,6
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,5,4,5,2,10,6,16
SAN BORJA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,1,0,0,0,1,0,1
SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,4,9,5,4,9,13,22
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,11,9,4,3,15,12,27
SORACACHI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,2,0,2,0,2
TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,12,9,9,14,21,23,44
TIRAQUE (CBBA),desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,0,0,6,0,6,6
TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,2,1,1,0,3,1,4
TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,7,4,10,2,17,6,23
VILLA TUNARI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,1,0,0,0,1,1
YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,2,9,1,9,3,18,21
YAPACANI,desnutricion global - cronica,cronica talla baja (m + g),2007-04-01,0,3,0,2,0,5,5
ALALAY,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,0,0,0,2,0,2
ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,8,8,13,15,21,23,44
ANZALDO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,0,1,0,1
ARBIETO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,1,1,2,1,3,4
BELEN DE ANDAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
BETANZOS,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,3,0,2,0,5,0,5
CHALLAPATA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,32,33,17,21,49,54,103
CHOQUE COTA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,0,0,0,1,0,1
CORQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,19,13,14,13,33,26,59
COTOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,6,7,3,4,9,11,20
CURAHUARA DE CARANGAS,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,8,5,7,8,15,13,28
EL CHORO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
EL TORNO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,7,6,14,13,21,19,40
ESMERALDA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,2,0,2,2,4,6
EXALTACION,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,2,0,2,2
HUACHACALLA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,4,2,4,2,6
HUANUNI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,4,5,6,7,10,17
ICHOCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,3,0,0,0,3,3
INQUISIVI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,4,6,5,11,9,20
LA GUARDIA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,17,17,8,11,25,28,53
LLALLAGUA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,2,1,1,1,3,4
MACHACAMARCA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,3,0,1,0,4,0,4
ORURO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,71,47,55,44,126,91,217
PADCAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,0,1,0,1
POCOATA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,8,0,0,5,8,13
POJO (CBBA),desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,0,1,0,1
POOPO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,0,1,0,5,0,5
PORONGO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
PRESTO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,10,6,8,5,18,11,29
RURRENABAQUE,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,2,0,2,2,4,6
SABAYA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,2,3,1,8,3,11
SACABAMBA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,2,1,0,0,2,1,3
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,22,15,13,12,35,27,62
SAN ANDRES,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,0,0,0,1,0,1
SAN JULIAN,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,3,2,0,0,3,2,5
SAN LORENZO(TJA),desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,1,0,0,1,1,2
SAN LUCAS,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,7,4,5,6,12,10,22
SANTA ANA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,12,10,2,4,14,14,28
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,5,8,2,7,7,15,22
SANTIAGO DE HUARI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,0,1,0,1,1
SENA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,4,2,3,6,7,13
TAPACARI,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,7,4,4,8,11,19
TARIJA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,1,1,1,2,2,4
TOLEDO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,2,0,0,0,2,2
TORO TORO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,6,8,6,8,12,16,28
TOTORA(ORR),desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,2,1,2,3
TRINIDAD,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,2,1,1,5,3,8
TURCO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,4,0,2,2,6,2,8
VILLA RIVERO,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,0,0,1,1,1,1,2
YACUIBA,desnutricion global - cronica,cronica talla baja (m + g),2007-05-01,1,4,0,4,1,8,9
ALALAY,desnutricion global - cronica,cronica talla baja (m + g),2007-06-01,0,0,0,3,0,3,3
